단지코드,차량보유대수(전체),차량보유대수(전기차),전기충전기설치여부(지상),전기충전기설치여부(지하),전기차전용주차면수(지상),전기차전용주차면수(지하),외부인개방여부(지상),외부인개방여부(지하),이용가능시작시간(지상),이용가능시작시간(지하),이용종료시작시간(지상),이용종료시작시간(지하),전기차충전시설(상세),전기차 충전시설 설치대수(지상),전기차 충전시설 설치대수(지하),입주편의시설
A15088802,160,4,설치,미설치,4,0,외부인허용,,0시 0분,시 분,23시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|4|서울도시가스|,4,0,없음
A15088915,1081,22,미설치,설치,0,22,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|22|한국전자금융(주)|,0,22,없음
A15088918,610,5,미설치,미설치,0,0,입주민전용,,시 분,시 분,시 분,시 분,,,,없음
A15089307,3,3,미설치,설치,0,0,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|DC콤보 7핀|완속|5|차지비|,0,5,없음
A15089411,400,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A15089421,1681,20,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A15089510,404,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A15089513,342,0,미설치,미설치,0,0,,,,,,,,,,없음
A15095001,240,5,미설치,설치,0,6,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|6|서울이브이|,0,6,없음
A15095002,246,0,미설치,설치,0,5,,입주민전용,시 분,23시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|크린일렉스|,0,5,없음
A15096001,252,5,미설치,설치,0,5,,입주민전용,시 분,0시 1분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|(주)에버원|,0,5,없음
A15101101,429,7,미설치,설치,0,8,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|8|SK|,0,8,없음
A15101501,167,2,설치,미설치,3,0,,,0시 0분,시 분,0시 0분,시 분,◆1◆|지상|스탠드형충전기|AC3상 7핀|완속|3|나이스차저|,3,0,있음
A15101503,460,1,미설치,설치,0,1,,입주민전용,시 분,1시 0분,시 분,23시 59분,◆1◆|지하|스탠드형충전기|DC차데모 10핀|급속|1|한국전력공사 관악동|,0,1,없음
A15101504,3705,20,미설치,설치,0,20,,외부인허용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|20|플러그링크|,0,20,없음
A15101505,209,4,설치,미설치,4,0,입주민전용,,0시 0분,시 분,0시 0분,시 분,"◆1◆|지상|벽부형충전기|AC단상 5핀|완속|2|gs커넥터|,◆2◆|지상|스탠드형충전기|AC단상 5핀|완속|2|gs커넥터|",4,0,없음
A15101506,2038,8,미설치,설치,0,39,,입주민전용,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|34|지커넥트|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|5|휴맥스|",0,39,없음
A15101507,0,0,설치,미설치,7,0,입주민전용,,24시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|DC콤보 7핀|완속|7|nicecharger|,7,0,없음
A15101508,20,20,미설치,설치,0,74,,입주민전용,시 분,23시 1분,시 분,23시 1분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|74|파워큐브코리아|,0,74,없음
A15101509,71,1,미설치,설치,0,3,,입주민전용,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|차지비|,0,3,없음
A15101702,375,0,설치,미설치,7,0,입주민전용,입주민전용,24시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|7|나이스차저|,7,0,없음
A15101802,376,3,설치,미설치,8,0,입주민전용,,5시 12분,시 분,13시 0분,시 분,"◆1◆|지상|스탠드형충전기|AC3상 7핀|완속|6|LG헬로우비젼|,◆2◆|지상|스탠드형충전기|AC3상 7핀|완속|2|플러그뱅크|",8,0,없음
A15101901,240,2,설치,미설치,6,0,입주민전용,,24시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|6|(주)동양이엔피|,6,0,없음
A15101903,652,12,설치,미설치,3,0,입주민전용,,0시 0분,시 분,0시 0분,시 분,◆1◆|지상|벽부형충전기|AC단상 5핀|급속|3|한국알박|,3,0,없음
A15102202,241,5,미설치,설치,0,5,,외부인허용,시 분,0시 1분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|(주)휴맥스브이|,◆2◆|지하|스탠드형충전기|AC3상 7핀|완속|2|한국전력 관악동작지사|",0,5,없음
A15102203,397,8,미설치,설치,0,3,입주민전용,입주민전용,시 분,0시 1분,시 분,23시 59분,"◆1◆|지하|스탠드형충전기|DC콤보 7핀|완속|2|한국전력|,◆2◆|지하|스탠드형충전기|AC3상 7핀|급속|1|한국전력|",0,3,없음
A15102902,246,0,설치,미설치,3,0,외부인허용,,0시 0분,시 분,24시 60분,시 분,◆1◆|지상|벽부형충전기|AC단상 5핀|완속|3|LGU+볼트업|,3,0,없음
A15105004,710,0,미설치,설치,0,3,,입주민전용,시 분,0시 1분,시 분,23시 59분,"◆1◆|지하|스탠드형충전기|AC3상 7핀|급속|1|(주)씨그넷시스템|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|2|제원쏠라(주)|",0,3,없음
A15105005,325,3,설치,미설치,6,0,입주민전용,,0시 0분,시 분,24시 0분,시 분,◆1◆|지상|벽부형충전기|직접입력|완속|6|한화솔루션|,6,0,없음
A15105006,0,0,미설치,미설치,0,0,입주민전용,입주민전용,시 분,시 분,시 분,시 분,,,,있음
A15105008,473,17,미설치,설치,0,9,,입주민전용,시 분,9시 0분,시 분,9시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|9|(주)지앤텔|,0,9,없음
A15105301,0,0,미설치,미설치,0,0,외부인허용,외부인허용,시 분,시 분,시 분,시 분,,,,없음
A15105302,2305,10,설치,설치,29,15,입주민전용,입주민전용,0시 0분,0시 0분,0시 0분,0시 0분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|29|에버온|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|15|애버온|",29,15,없음
A15105303,21100,10,설치,설치,0,0,,,0시 0분,0시 0분,0시 0분,0시 0분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|급속|7|000|,◆2◆|지상|벽부형충전기|AC단상 5핀|급속|2|000|",2,7,없음
A15105503,809,7,설치,미설치,18,0,,,0시 0분,시 분,0시 0분,시 분,"◆1◆|지상|벽부형충전기|AC단상 5핀|완속|16|한화솔류션(주)|,◆2◆|지상|스탠드형충전기|AC단상 5핀|완속|2|한화솔류션(주)|",18,0,있음
A15105602,241,0,설치,미설치,11,0,외부인허용,,8시 0분,시 분,8시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|7|(주)에버온|,7,0,없음
A15105603,1788,12,미설치,설치,0,16,,입주민전용,시 분,0시 0분,시 분,24시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|26|gs커넥트|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|40|스타코프|",0,66,없음
A15106001,193,1,미설치,설치,0,3,,,시 분,0시 23분,시 분,0시 23분,◆1◆|지하|벽부형충전기|직접입력|완속|3|한국알박|,0,3,없음
A15106101,198,2,미설치,설치,0,5,,입주민전용,시 분,1시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|(주)차지비|,0,5,없음
A15106103,357,4,미설치,설치,0,7,,입주민전용,시 분,23시 59분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|7|한전/에버온|,0,7,없음
A15106901,2316,150,설치,미설치,50,0,입주민전용,,0시 0분,시 분,24시 0분,시 분,◆1◆|지상|벽부형충전기|AC단상 5핀|완속|50|플러그링크|,50,0,없음
A15108001,204,5,설치,설치,0,1,외부인허용,외부인허용,0시 1분,0시 1분,23시 59분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|1|차지비|,◆2◆|지상|벽부형충전기|AC단상 5핀|완속|4|gs차지비|",4,1,없음
A15108003,198,2,설치,설치,0,2,외부인허용,입주민전용,24시 0분,24시 0분,24시 0분,24시 0분,"◆1◆|지상|벽부형충전기|AC3상 7핀|완속|2|엘지유플러스|,◆2◆|지하|벽부형충전기|AC3상 7핀|완속|2|에이치엘비일렉(주)|",2,2,없음
A15176202,1654,45,설치,설치,7,27,입주민전용,입주민전용,0시 0분,0시 0분,24시 0분,24시 0분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|7|플러그링크|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|8|플러그링크|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|19|차지비|",7,27,없음
A15176602,150,5,설치,미설치,3,0,외부인허용,,1시 0분,시 분,24시 0분,시 분,◆1◆|지상|벽부형충전기|AC단상 5핀|완속|3|GS차지비(주)|,3,0,없음
A15176701,630,3,설치,미설치,7,0,,,0시 0분,시 분,0시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|7|플러그링크|,7,0,없음
A15177101,179,2,미설치,설치,0,7,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|직접입력|완속|7|한국전자금융|,0,7,없음
A15178201,2478,0,미설치,설치,0,2,,입주민전용,시 분,23시 0분,시 분,23시 0분,◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|2|파워큐브코리아|,0,2,없음
A15178202,346,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A15178203,0,0,미설치,미설치,0,0,외부인허용,외부인허용,시 분,시 분,시 분,시 분,,,,없음
A15178204,424,1,미설치,설치,0,9,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|9|에버온|,0,9,없음
A15179403,550,6,미설치,설치,0,3,,,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|3|0|,0,3,없음
A15179701,568,8,미설치,미설치,0,0,입주민전용,입주민전용,시 분,시 분,시 분,시 분,,,,없음
A15180701,203,5,미설치,설치,0,5,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|DC콤보 7핀|완속|5|에버온|,0,5,없음
A15180705,5404,40,설치,설치,15,125,입주민전용,입주민전용,0시 0분,0시 0분,23시 59분,23시 59분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|15|GS커넥트|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|125|GS커넥트|",15,125,없음
A15181602,260,3,설치,미설치,2,0,외부인허용,,0시 0분,시 분,23시 0분,시 분,◆1◆|지상|스탠드형충전기|AC3상 7핀|완속|2|GS콘넥트|,2,0,없음
