단지코드,차량보유대수(전체),차량보유대수(전기차),전기충전기설치여부(지상),전기충전기설치여부(지하),전기차전용주차면수(지상),전기차전용주차면수(지하),외부인개방여부(지상),외부인개방여부(지하),이용가능시작시간(지상),이용가능시작시간(지하),이용종료시작시간(지상),이용종료시작시간(지하),전기차충전시설(상세),전기차 충전시설 설치대수(지상),전기차 충전시설 설치대수(지하),입주편의시설
A10025600,630,10,미설치,설치,0,17,,외부인허용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|직접입력|완속|12|도시가스|,◆2◆|지하|스탠드형충전기|직접입력|완속|5|한전|",0,17,없음
A10025614,1356,54,설치,설치,12,15,입주민전용,입주민전용,23시 59분,23시 59분,23시 59분,23시 59분,"◆1◆|지상|벽부형충전기|AC단상 5핀|완속|12|한국전력|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|15|한국전력|",12,15,없음
A10025633,440,15,미설치,설치,0,0,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|7|타디스테크놀리지|,0,7,있음
A10025638,2383,60,미설치,설치,0,132,,입주민전용,시 분,24시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|132|(주)피엔이시스템즈|,0,132,없음
A10025649,319,4,미설치,설치,0,7,,외부인허용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|DC콤보 7핀|완속|7|한국알박|,0,7,없음
A10025657,329,14,미설치,설치,0,4,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|케이차저|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|1|OMNI EVAS|,◆3◆|지하|벽부형충전기|직접입력|완속|24|스타코프|",0,28,있음
A10025659,455,7,미설치,설치,0,23,,입주민전용,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|벽부형충전기|직접입력|완속|3|파워큐브코리아|,◆2◆|지하|벽부형충전기|직접입력|완속|40|스타코프|",0,43,없음
A10025675,2984,114,미설치,설치,0,28,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|스탠드형충전기|직접입력|완속|6|아파트|,◆2◆|지하|스탠드형충전기|직접입력|급속|6|아파트|,◆3◆|지하|벽부형충전기|직접입력|완속|16|차지비|",0,28,없음
A10025677,236,6,설치,설치,6,1,,입주민전용,24시 0분,24시 0분,24시 0분,24시 0분,"◆1◆|지하|스탠드형충전기|AC3상 7핀|완속|1|evas|,◆2◆|지상|스탠드형충전기|직접입력|완속|6|(주)플러그링크|",6,1,있음
A10025683,837,45,미설치,설치,0,20,,입주민전용,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|14|차지비|,◆2◆|지하|이동형충전기|AC단상 5핀|완속|6|파워 큐브|",0,20,없음
A10025710,5,6,미설치,설치,0,5,,입주민전용,시 분,1시 1분,시 분,23시 1분,◆1◆|지하|벽부형충전기|직접입력|완속|5|(주)코스텔|,0,5,있음
A10025729,459,20,미설치,설치,0,10,,입주민전용,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|10|파워큐브코리아|,0,10,없음
A10025753,486,11,미설치,설치,0,11,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|10|gs커낵트|,0,10,없음
A10025754,887,14,미설치,설치,0,18,,,시 분,10시 50분,시 분,10시 50분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|파워큐브|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|13|지커넥트|",0,18,없음
A10025765,454,3,미설치,설치,0,3,,입주민전용,,0시 0분,,0시 0분,◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|3|한전|,0,3,없음
A10025767,1010,20,미설치,설치,0,5,,입주민전용,시 분,0시 0분,시 분,23시 29분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|차지비|,0,5,없음
A10025768,1154,31,미설치,설치,0,14,,외부인허용,시 분,24시 0분,시 분,24시 0분,"◆1◆|지하|벽부형충전기|DC콤보 7핀|완속|10|sk파킹클라우드|,◆2◆|지하|스탠드형충전기|AC3상 7핀|급속|2|상도노빌리티|,◆3◆|지하|벽부형충전기|DC콤보 7핀|완속|10|차지비|,◆4◆|지하|스탠드형충전기|DC콤보 7핀|완속|2|상도노빌리티|",0,24,있음
A10025770,1338,40,미설치,설치,0,27,,입주민전용,시 분,24시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|27|플러그링크|,0,27,있음
A10025822,10,72,미설치,설치,0,10,,입주민전용,시 분,24시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|10|지커넥트|,0,10,있음
A10025823,1297,34,미설치,설치,0,27,입주민전용,입주민전용,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|17|휴맥스EV|,◆2◆|지하|스탠드형충전기|DC차데모 10핀|급속|5|래미안개포루체하임|,◆3◆|지하|스탠드형충전기|DC차데모 10핀|완속|4|래미안개포루체하임|",0,26,없음
A10025836,1016,36,미설치,설치,0,84,,입주민전용,시 분,1시 10분,시 분,23시 59분,◆1◆|지하|벽부형충전기|직접입력|완속|14|파워큐브코리아|,0,14,없음
A10025846,1396,14,미설치,설치,0,38,,,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|38|에버원|,0,38,없음
A10025850,10000,100,미설치,설치,0,36,,,시 분,23시 59분,시 분,23시 59분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|초급속|12|헬리오시티|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|24|차지비 차지인|,◆3◆|지하|이동형충전기|AC단상 5핀|완속|220|스타코프|",0,256,없음
A10025855,800,10,미설치,설치,0,0,,입주민전용,시 분,6시 0분,시 분,6시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|34|지커넷|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|6|지커넷|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|5|에버온|",0,45,있음
A10025858,278,15,미설치,설치,0,9,입주민전용,입주민전용,시 분,0시 1분,시 분,24시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|(주)플러그링크|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|6|(주)이지차저|",0,9,있음
A10025867,667,15,설치,설치,0,18,,외부인허용,0시 0분,24시 0분,0시 0분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|18|에버온|,0,18,없음
A10025898,318,10,미설치,설치,0,5,,입주민전용,시 분,0시 0분,시 분,23시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|2|(주)지엔텔|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|2|(주)이지차저|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|1|(주)이지자처|",0,5,없음
A10025913,99,0,미설치,설치,0,2,,외부인허용,시 분,0시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|직접입력|완속|2|(주)차지비|,0,2,없음
A10025927,619,24,미설치,설치,0,13,,입주민전용,시 분,0시 1분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|관리사무소|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|8|플러그링크|,◆3◆|지하|스탠드형충전기|DC콤보 7핀|급속|2|관리사무소|",0,13,없음
A10025946,1351,47,미설치,설치,0,31,,입주민전용,시 분,23시 59분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|24|파워큐브코리아|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|7|파워큐브코리아|",0,31,없음
A10025976,1496,48,미설치,설치,0,33,,,시 분,24시 0분,시 분,24시 0분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|6|한국전력 남부산전|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|6|지커넥트|,◆3◆|지하|스탠드형충전기|AC단상 5핀|급속|1|한화솔루션|,◆4◆|지하|벽부형충전기|AC단상 5핀|완속|20|한화솔루션|",0,33,없음
A10025985,1188,88,미설치,설치,0,23,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|23|파워큐브코리아|,0,23,없음
A10026004,907,100,미설치,설치,0,49,입주민전용,입주민전용,시 분,0시 0분,시 분,23시 0분,"◆1◆|지하|스탠드형충전기|DC차데모 10핀|급속|3|코스텍|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|49|스타코프,sk|",0,52,없음
A10026015,1367,35,미설치,설치,0,60,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|50|플러그링크|,◆2◆|지하|벽부형충전기|DC콤보 7핀|완속|10|파워큐브|",0,60,없음
A10026023,487,10,미설치,설치,0,10,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|10|파워큐브|,0,10,없음
A10026036,1,1,미설치,설치,0,26,,,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|직접입력|완속|26|한국알박|,0,26,없음
A10026039,164,5,미설치,설치,0,4,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|설치보조지원사업|,0,4,없음
A10026051,1350,65,미설치,설치,0,27,,,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|파워큐브|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|22|휴맥스 EV|",0,27,없음
A10026053,532,35,미설치,설치,0,9,,입주민전용,시 분,1시 0분,시 분,23시 0분,"◆1◆|지하|스탠드형충전기|DC차데모 10핀|완속|10|나이스|,◆2◆|지하|스탠드형충전기|DC차데모 10핀|급속|1|아파트|,◆3◆|지하|스탠드형충전기|DC차데모 10핀|완속|1|아파트|,◆4◆|지하|벽부형충전기|AC단상 5핀|완속|8|차지비|",0,20,있음
A10026104,861,16,미설치,설치,0,19,,,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|스탠드형충전기|DC차데모 10핀|급속|1|한전|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|3|에스트래픽(주)|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|5|(주)에버온|,◆4◆|지하|벽부형충전기|AC단상 5핀|완속|4|(주)클린일렉스|,◆5◆|지하|벽부형충전기|AC단상 5핀|완속|6|(주)지컨넥트|",0,19,있음
A10026147,80,0,미설치,설치,0,1,,외부인허용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|직접입력|완속|1|파워큐브코리아|,0,1,없음
A10026180,626,27,미설치,설치,0,17,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC3상 7핀|완속|17|(주)kes|,◆2◆|지하|이동형충전기|AC단상 5핀|완속|60|파워큐브|",0,77,있음
A10026197,280,6,미설치,설치,0,0,,,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|21|파워큐브코리아|,0,21,있음
A10026207,1313,50,미설치,설치,0,16,,입주민전용,시 분,23시 59분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|6|차지비|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|10|신세계I&C|",0,16,없음
A10026227,0,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A10026232,1277,30,미설치,설치,0,24,,입주민전용,,0시 1분,,23시 1분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|10|파워큐브코리아|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|14|나이스|",0,24,없음
A10026249,791,69,설치,설치,6,12,외부인허용,외부인허용,1시 0분,1시 0분,23시 0분,23시 0분,"◆1◆|지상|벽부형충전기|AC단상 5핀|완속|6|레드이앤지|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|12|레드이앤지|",6,12,없음
A10026299,873,21,미설치,설치,0,17,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC3상 7핀|완속|3|서울EV|,◆2◆|지하|벽부형충전기|AC3상 7핀|완속|14|에버온|",0,17,있음
A10026350,703,10,미설치,설치,0,21,입주민전용,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|8|지엔텔|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|13|지엔텔|",0,21,없음
A10026362,382,13,미설치,설치,0,9,입주민전용,입주민전용,시 분,0시 0분,시 분,23시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|7|대영채비|,◆2◆|지하|스탠드형충전기|DC콤보 7핀|급속|1|아이파킹|,◆3◆|지하|스탠드형충전기|AC단상 5핀|완속|1|아이파킹|",0,9,없음
A10026370,2435,54,미설치,설치,0,65,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|65|GS커넥트 주식회사|,0,65,없음
A10026376,152,1,미설치,설치,0,6,입주민전용,입주민전용,시 분,24시 0분,시 분,8시 0분,◆1◆|지하|스탠드형충전기|직접입력|완속|6|한국전자금융(주)|,0,6,없음
A10026403,883,20,미설치,설치,0,20,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|20|에버온|,0,20,없음
A10026411,854,18,미설치,설치,0,25,입주민전용,입주민전용,시 분,7시 0분,시 분,7시 0분,"◆1◆|지하|벽부형충전기|DC콤보 7핀|완속|18|..파워큐브 코리아|,◆2◆|지하|이동형충전기|DC콤보 7핀|완속|7|..|",0,25,있음
A10026414,480,10,미설치,설치,0,7,,입주민전용,시 분,0시 24분,시 분,0시 24분,◆1◆|지하|벽부형충전기|DC콤보 7핀|완속|7|SK|,0,7,없음
A10026418,1677,50,미설치,설치,0,74,,,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|급속|1|한전|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|3|한전|",0,4,없음
A10026434,440,10,미설치,설치,0,8,,입주민전용,시 분,23시 59분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|8|차지비|,0,8,없음
A10026469,475,25,설치,설치,3,7,입주민전용,입주민전용,0시 0분,0시 0분,0시 0분,0시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|7|sk홈앤서비스|,◆2◆|지상|스탠드형충전기|AC단상 5핀|급속|1|한국전력|,◆3◆|지상|스탠드형충전기|AC단상 5핀|완속|2|한국전력|",3,7,없음
A10026470,818,20,미설치,설치,0,15,,,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|15|플러그링크|,0,15,있음
A10026517,246,10,미설치,설치,0,5,,입주민전용,시 분,1시 1분,시 분,1시 1분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|플러그링크|,0,5,없음
A10026571,501,10,미설치,설치,0,12,,입주민전용,시 분,0시 1분,시 분,23시 1분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|12|gs차지비|,0,12,있음
A10026604,693,10,미설치,설치,0,8,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|8|차지비|,0,8,있음
A10026626,360,20,미설치,설치,0,7,,입주민전용,시 분,0시 24분,시 분,0시 24분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|7|지커넥트|,0,7,있음
A10026682,2127,63,설치,설치,6,55,입주민전용,입주민전용,0시 0분,0시 0분,23시 59분,23시 59분,"◆1◆|지하|벽부형충전기|직접입력|완속|55|파워큐브|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|23|플러그링크|,◆3◆|지하|스탠드형충전기|AC단상 5핀|급속|2|대영채비|,◆4◆|지상|스탠드형충전기|AC단상 5핀|완속|6|플러그링크|,◆5◆|지하|스탠드형충전기|AC단상 5핀|완속|6|켐코플러그|",6,86,없음
A10026710,54,0,미설치,미설치,0,0,,외부인허용,시 분,시 분,시 분,시 분,,,,없음
A10026720,363,20,미설치,설치,0,18,,입주민전용,시 분,23시 59분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|DC콤보 7핀|완속|10|볼트업(LG)|,◆2◆|지하|벽부형충전기|DC콤보 7핀|완속|8|파워큐브|",0,18,없음
A10026729,50,0,미설치,설치,0,3,,외부인허용,시 분,23시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|급속|3|클린일렉스|,0,3,없음
A10026734,568,10,설치,설치,11,10,,입주민전용,24시 0분,23시 0분,24시 0분,23시 0분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|4|중앙제어|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|6|GS차지비|,◆3◆|지상|스탠드형충전기|AC단상 5핀|완속|10|I PAKING|,◆4◆|지상|스탠드형충전기|AC3상 7핀|급속|1|IPAKING|",11,10,없음
A10026748,2462,175,미설치,설치,0,118,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|112|에버온|,◆2◆|지하|스탠드형충전기|AC단상 5핀|급속|6|자체시설|",0,118,없음
A10026759,332,10,미설치,설치,0,7,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|7|차지비|,0,7,없음
A10026761,0,0,미설치,설치,0,0,,입주민전용,시 분,0시 0분,시 분,12시 59분,◆1◆|지하|이동형충전기|직접입력|완속|4|파워큐브코리아|,0,4,있음
A10026816,1485,45,미설치,설치,0,130,외부인허용,입주민전용,,0시 0분,,23시 59분,◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|91|관리사무소|,0,91,있음
A10026834,1157,20,미설치,설치,0,24,,입주민전용,시 분,0시 23분,시 분,0시 23분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|24|gs커넥트|,0,24,없음
A10026842,252,10,미설치,설치,0,6,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|6|GS커넥트|,0,6,없음
A10026852,1329,40,미설치,설치,0,9,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|9|자치관리|,0,9,없음
A10026874,245,8,미설치,설치,0,5,,외부인허용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|차지비|,0,5,없음
A10026879,1681,63,미설치,설치,0,37,,,시 분,24시 0분,시 분,24시 0분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|급속|1|차지비|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|2|한전|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|33|차지비|,◆4◆|지하|벽부형충전기|AC단상 5핀|급속|1|한전|",0,37,없음
