단지코드,일반관리-관리방식,일반관리-인원,경비관리-관리방식,경비관리-인원,경비관리-계약업체,청소관리-관리방식,청소관리-인원,청소관리-계약업체,음식물 처리방법,소독관리-관리방식,소독관리-계약업체
A13920706,위탁관리,18,위탁관리,36,율산개발 유한회사,위탁관리,16,(유)탄천산업,기타,위탁관리,(유)우원티엠
A13920707,위탁관리,17,위탁관리,56,(주)인동,위탁관리,18,대원에스테이트서비스(주),음식물쓰레기종량제,위탁관리,(주)와이브이 시스템
A13920802,위탁관리,24,위탁관리,24,(주)에스텍시스템,위탁관리,11,(주)신화비엠씨,음식물쓰레기종량제,위탁관리,(주)지산아이앤씨
A13920803,위탁관리,17,위탁관리,38,예주산업,위탁관리,10,태영건물종합관리(주),음식물쓰레기종량제,위탁관리,(주)지산아이앤씨
A13920804,위탁관리,16,위탁관리,48,(주)예주산업,위탁관리,24,이데아그룹,음식물쓰레기종량제,위탁관리,태영종합관리(주)
A13921005,위탁관리,19,위탁관리,54,(주)듀델코리아,위탁관리,29,(주)한강티에스,차량수거방식,위탁관리,(주)나라개발
A13922001,위탁관리,4,위탁관리,4,(주)세연종합관리,위탁관리,2,(주)우리들관리,음식물쓰레기종량제,위탁관리,한국종합방제
A13922002,위탁관리,2,위탁관리,3,한국보안컨설팅(주),위탁관리,2,,음식물쓰레기종량제,위탁관리,
A13922003,위탁관리,5,위탁관리,4,인동종합관리(주),위탁관리,2,인동종합관리(주),음식물쓰레기종량제,위탁관리,지산INC
A13922102,자치관리,4,자치관리,4,,위탁관리,2,(주)동명환경,음식물쓰레기종량제,위탁관리,(주)동명환경
A13922103,위탁관리,3,위탁관리,5,혜진종합관리,위탁관리,2,,거점장비수거방식,위탁관리,
A13922105,위탁관리,3,위탁관리,2,한국보안컨설팅주식회사,위탁관리,1,(주)청아시스템,음식물쓰레기종량제,위탁관리,진도프로인
A13922108,위탁관리,6,위탁관리,10,주식회사 인동,위탁관리,5,주.인동,음식물쓰레기종량제,위탁관리,동명환경
A13922110,위탁관리,6,위탁관리,10,인덕종합관리,위탁관리,6,인동종합관리,음식물쓰레기종량제,위탁관리,태은환경
A13922111,위탁관리,6,위탁관리,6,인덕종합관리,위탁관리,6,인덕종합관리(주),음식물쓰레기종량제,위탁관리,굿에어테크(주)
A13922114,위탁관리,19,위탁관리,38,남경종합관리(주),위탁관리,19,인동(주),차량수거방식,위탁관리,와이브이시스템(주)
A13922406,위탁관리,7,위탁관리,10,태영그린,위탁관리,5,,음식물쓰레기종량제,위탁관리,
A13922901,위탁관리,2,위탁관리,4,한국보안컨설팅(주),자치관리(직영),2,,음식물쓰레기종량제,위탁관리,(주)지산아이앤씨
A13922903,위탁관리,7,위탁관리,10,(주)백송종합관리,위탁관리,5,(주)더지엠에스,차량수거방식,위탁관리,한진환경
A13922904,위탁관리,4,위탁관리,6,(주)국제안전시스템,위탁관리,4,인동종합관리,음식물쓰레기종량제,위탁관리,(주)21세기매니지먼트
A13922905,위탁관리,5,위탁관리,6,신화비엠씨,위탁관리,4,동진종합시스템(주),차량수거방식,위탁관리,지산아이앤씨
A13922907,위탁관리,7,위탁관리,10,(주)에스원,위탁관리,6,SJ두웰,음식물쓰레기종량제,위탁관리,21세기방역
A13922908,위탁관리,5,위탁관리,10,(주)국제안전시스템,위탁관리,4,주식회사 인동,음식물쓰레기종량제,위탁관리,(주)지산아이앤씨
A13922909,위탁관리,5,위탁관리,8,현대관리시스템,위탁관리,4,,음식물쓰레기종량제,위탁관리,
A13922910,위탁관리,5,위탁관리,10,(주)혜진종합관리,자치관리(직영),5,,차량수거방식,위탁관리,지산아이앤씨
A13923102,위탁관리,3,위탁관리,3,(주)인동종합관리,위탁관리,3,(주)인동종합관리,음식물쓰레기종량제,위탁관리,(주)지산아이앤씨
A13923103,위탁관리,8,위탁관리,10,듀델코리아,위탁관리,6,듀델코리아,음식물쓰레기종량제,위탁관리,티엔크린
A13923104,자치관리,7,자치관리,7,,위탁관리,6,티엔크린(주),음식물쓰레기종량제,위탁관리,(주)굿에어테크
A13923106,위탁관리,8,위탁관리,14,홈스웰,위탁관리,7,홈스웰,기타,위탁관리,가나안환경
A13923108,위탁관리,11,위탁관리,14,예주산업주식회사,위탁관리,7,삼우안전관리,음식물쓰레기종량제,위탁관리,지산아이앤씨
A13924003,위탁관리,6,위탁관리,8,국제안전시스템,위탁관리,6,(주)인동,거점장비수거방식,위탁관리,휘성
A13924004,위탁관리,7,위탁관리,18,(주)혜진종합관리,위탁관리,7,주원그린,음식물쓰레기종량제,위탁관리,21세기
A13924205,위탁관리,4,위탁관리,4,태영건물종합관리,위탁관리,4,(주)진성관리,차량수거방식,위탁관리,(주)굿에어테크
A13971501,위탁관리,6,위탁관리,12,(주)국제안전시스템,위탁관리,6,(주)인동,음식물쓰레기종량제,위탁관리,태영종합건물관리(주)
A13971502,위탁관리,15,위탁관리,44,인동종합관리(주),위탁관리,20,(주)뉴맨테크,음식물쓰레기종량제,위탁관리,(주)태은환경
A13972601,위탁관리,8,위탁관리,12,신현대관리(주),위탁관리,6,신현대관리(주),음식물쓰레기종량제,위탁관리,지산INC
A13972603,위탁관리,12,위탁관리,29,(주)혜진,위탁관리,12,,차량수거방식,위탁관리,
A13974101,위탁관리,5,위탁관리,4,주식회사 동익,위탁관리,5,가온종합관리,음식물쓰레기종량제,위탁관리,21세기매니지먼트
A13974102,위탁관리,6,위탁관리,5,(주)홈스웰,위탁관리,7,,차량수거방식,위탁관리,
A13974103,위탁관리,7,위탁관리,6,(주)가은종합관리,위탁관리,5,(주)대온관리,거점장비수거방식,위탁관리,지산INC
A13977913,위탁관리,14,위탁관리,12,(주)세이프원,위탁관리,6,(주)태성공사,음식물쓰레기종량제,위탁관리,대양디아이(주)
A13980004,위탁관리,4,위탁관리,4,인덕종합관리(주),위탁관리,3,주식회사 인동,음식물쓰레기종량제,위탁관리,(주)덕정환경
A13980006,위탁관리,4,위탁관리,4,(주)백송종합관리,위탁관리,3,삼대개발(주),음식물쓰레기종량제,위탁관리,청정티엠에스
A13980009,위탁관리,5,위탁관리,8,(유)탄천산업,위탁관리,4,효명종합관리,음식물쓰레기종량제,위탁관리,
A13980010,위탁관리,6,위탁관리,8,에이치엠씨,위탁관리,5,티엔크린,음식물쓰레기종량제,위탁관리,티엔크린
A13980012,위탁관리,6,위탁관리,6,성진시스템,위탁관리,5,,차량수거방식,위탁관리,
A13980014,위탁관리,7,위탁관리,12,이엠피서비스,위탁관리,6,태영건물종합관리,음식물쓰레기종량제,위탁관리,
A13980017,위탁관리,6,위탁관리,6,(주) 승학,위탁관리,2,(주) 승학,차량수거방식,위탁관리,(주)지산아이앤씨
A13980018,위탁관리,6,위탁관리,6,한국보안컨설팅(주),위탁관리,5,(주)효명종합관리,음식물쓰레기종량제,위탁관리,(주)한빛티에스
A13980019,위탁관리,14,위탁관리,12,혜진종합관리,위탁관리,24,주원그린,차량수거방식,위탁관리,동명환경
A13980102,위탁관리,2,위탁관리,2,인덕종합관리(주),자치관리(직영),1,,음식물쓰레기종량제,위탁관리,(주)한빛티에스
A13980105,위탁관리,3,위탁관리,2,웅산산업개발(주),위탁관리,2,대강(주),기타,위탁관리,남경종합관리
A13980107,위탁관리,4,위탁관리,4,뉴맨테크,위탁관리,4,,기타,위탁관리,
A13980108,위탁관리,4,위탁관리,4,인동종합관리,위탁관리,3,인덕종합관리(주),음식물쓰레기종량제,위탁관리,제일종합관리
A13980401,위탁관리,5,위탁관리,2,국제안전관리,위탁관리,2,(주)동우개발,음식물쓰레기종량제,위탁관리,티엔크린
A13980402,위탁관리,3,위탁관리,2,남경종합관리(주),위탁관리,2,주식회사 인동,음식물쓰레기종량제,위탁관리,(주)태강티엠에스
A13980403,위탁관리,3,위탁관리,4,(주)국제안전시스템,자치관리,2,,거점장비수거방식,위탁관리,덕정환경(주)
A13980407,위탁관리,5,위탁관리,4,듀델코리아(주),위탁관리,3,(주)에코그린티엠,음식물쓰레기종량제,위탁관리,(주)지산아이엔씨
A13980411,위탁관리,5,위탁관리,6,(주)진성관리,위탁관리,4,진성관리,음식물쓰레기종량제,위탁관리,굿 에어테크
A13980413,위탁관리,7,위탁관리,3,이데아그룹,위탁관리(직영+위탁),2,인동,음식물쓰레기종량제,위탁관리,티엔크린
A13980415,위탁관리,5,위탁관리,6,엠컨트럴시스템,위탁관리,5,일신환경(주),음식물쓰레기종량제,위탁관리,티에이치서비스
A13980509,위탁관리,5,위탁관리,6,재인자산관리(주),위탁관리,4,,차량수거방식,위탁관리,
A13980510,위탁관리,6,위탁관리,8,(주)대온관리,위탁관리,4,(주)대온종합관리,기타,위탁관리,(주)휘성
A13980511,위탁관리,6,위탁관리,10,(주)태양삼차원,위탁관리,4,우원티엠,음식물쓰레기종량제,위탁관리,휘성
A13980512,위탁관리,8,위탁관리,16,(주)남경종합관리,위탁관리,5,태강티엠에스,차량수거방식,위탁관리,나라개발시스템
A13980513,위탁관리,11,위탁관리,20,동남시큐리티,위탁관리,16,,음식물쓰레기종량제,위탁관리,
A13980604,위탁관리,3,위탁관리,2,듀델코리아,위탁관리,2,에이스시설관리,음식물쓰레기종량제,위탁관리,한빛티에스
A13980706,위탁관리,3,위탁관리(직영+위탁),2,유원종합관리(주),위탁관리,2,유원종합관리(주),기타,위탁관리,한국환경컨설팅
A13980801,위탁관리,2,위탁관리(직영+위탁),2,(주)덕우,위탁관리(직영+위탁),1,진성관리(주),음식물쓰레기종량제,위탁관리(직영+위탁),열린환경
A13980803,위탁관리,2,위탁관리,2,(주)신성티엠,위탁관리,2,한빛티에스,음식물쓰레기종량제,위탁관리,한빛티에스
A13980903,위탁관리,3,위탁관리,4,(주)혜진종합관리,위탁관리,2,주식회사 인동,음식물쓰레기종량제,위탁관리,(주)한빛티에스
A13981001,위탁관리,2,위탁관리,2,(주)에코그린티엠,위탁관리,1,(주)에코그린티엠,기타,위탁관리,(주)진도프로인
A13981006,위탁관리,6,위탁관리,6,(주)혜진,위탁관리,6,(주)덕우,음식물쓰레기종량제,위탁관리,(주)굿에어테크
A13981204,위탁관리,4,위탁관리,2,(주)에스제이종합,위탁관리,2,(주)에스제이종합,기타,위탁관리,(주)진도프로인
A13981208,위탁관리,6,위탁관리,8,현대관리시스템,위탁관리,8,(주)좋은서비스,차량수거방식,위탁관리,(주)좋은서비스
A13981304,위탁관리,5,위탁관리,5,(주)덕우,위탁관리,3,(주)덕우,음식물쓰레기종량제,위탁관리,(주)태강티엠에스
A13981402,위탁관리,4,위탁관리,2,(주)피누스이앤씨,위탁관리,2,(주)피누스이앤씨,음식물쓰레기종량제,위탁관리,(주)덕정환경
A13981407,위탁관리,6,위탁관리,8,(주)대호안전관리공사,위탁관리,6,(주)대호안전관리공사,음식물쓰레기종량제,위탁관리,(주)태영
A13981604,위탁관리,4,관리방식미정,4,,관리방식미정,2,,차량수거방식,위탁관리,(주)덕정환경
A13981606,위탁관리,4,위탁관리,4,신화비엠씨(주),위탁관리,3,인덕종합관리,음식물쓰레기종량제,위탁관리,(주)한빛티에스
A13981608,위탁관리,4,위탁관리,8,(주)혜진종합관리,위탁관리,4,(주)동아시스템,음식물쓰레기종량제,위탁관리,(주)태은환경
A13981901,위탁관리,8,위탁관리,20,인동,위탁관리,6,미래에이비엠,기타,위탁관리,(주)지산아이앤씨
A13981903,위탁관리,18,위탁관리,32,(주)동남시큐리티,위탁관리,18,(주)신화비엠씨,음식물쓰레기종량제,위탁관리,(주)천호서비스
A13982002,위탁관리,5,위탁관리,3,혜진종합관리,위탁관리,3,(주)듀델코리아,차량수거방식,위탁관리,(주)청정티엠에스
A13982003,위탁관리,5,위탁관리,5,우진관리주식회사,위탁관리,3,신세기환경,차량수거방식,위탁관리,(주)태강티엠에스
A13982005,위탁관리,5,위탁관리,6,한영파트너스에프에이치,위탁관리,4,(주)미래테크원,차량수거방식,위탁관리,(주)21세기매니지먼트
A13982101,위탁관리,3,자치관리(직영),2,,위탁관리,2,서림폴리텍주식회사,음식물쓰레기종량제,위탁관리,(주)태강티엠에스
A13982103,자치관리,4,자치관리,4,,자치관리,3,,음식물쓰레기종량제,위탁관리,
A13982202,위탁관리,16,위탁관리,30,(유)탄천산업,위탁관리,15,폴리텍(주),음식물쓰레기종량제,위탁관리,(주)동명환경
A13982301,위탁관리,16,위탁관리,36,태영건물종합관리(주),위탁관리,18,(주)진성관리,음식물쓰레기종량제,위탁관리,새롬에스엔씨(주)
A13982604,위탁관리,19,위탁관리,45,(주)예주산업,위탁관리,23,국보종합관리,음식물쓰레기종량제,위탁관리,(주)휘성
A13982701,위탁관리,6,위탁관리(직영+위탁),8,웅산산업개발(주),위탁관리,5,두원이엔씨(주),음식물쓰레기종량제,위탁관리,한진환경(주)
A13982702,위탁관리,6,위탁관리,10,(주)듀델코리아,위탁관리,5,(주)신화비엠씨,음식물쓰레기종량제,위탁관리,(주)태양지앤씨
A13982704,위탁관리,21,위탁관리,53,(유)탄천산업,위탁관리,14,(유)탄천산업,음식물쓰레기종량제,위탁관리,(유)와이브이시스템
A13983004,위탁관리,17,위탁관리,38,(주)덕우,위탁관리,16,두원에이엔씨,음식물쓰레기종량제,위탁관리,주식회사21세기메니지먼트
A13983105,위탁관리,16,위탁관리,38,(주)듀델코리아,위탁관리,16,태강티엠에스,차량수거방식,위탁관리,21세기방역
A13983608,위탁관리,4,위탁관리,6,(주)국제안전시스템,위탁관리,4,주식회사인동,음식물쓰레기종량제,위탁관리,태영건물종합관리(주)
A13983707,위탁관리,4,위탁관리,4,예주산업(주),위탁관리,3,동진종합시스템(주),음식물쓰레기종량제,위탁관리,티엔크린(주)
A13983709,위탁관리,5,위탁관리,5,세원종합관리,위탁관리,4,세원종합관리,음식물쓰레기종량제,위탁관리,동명환경
A13983712,위탁관리,6,위탁관리,8,(주)현대관리시스템,위탁관리,4,남경종합관리(주),음식물쓰레기종량제,위탁관리,(주)에스앤산업
A13983713,위탁관리,6,위탁관리,11,(주)뉴맨테크,위탁관리,7,(주)청원환경,차량수거방식,위탁관리,(주)굿에어테크
A13983801,위탁관리,3,위탁관리,2,(주)유케이개발,위탁관리,1,(주)유케이개발,차량수거방식,위탁관리,(주)진도프로인
A13983803,위탁관리,2,위탁관리,3,(주)신화비엠씨,위탁관리,2,한빛티에스,기타,위탁관리,한빛티에스
A13983810,위탁관리,6,위탁관리,6,(주)듀델 코리아,위탁관리,7,두원에스엔씨,거점장비수거방식,위탁관리,(주)굿에어테크
