단지코드,일반관리-관리방식,일반관리-인원,경비관리-관리방식,경비관리-인원,경비관리-계약업체,청소관리-관리방식,청소관리-인원,청소관리-계약업체,음식물 처리방법,소독관리-관리방식,소독관리-계약업체
A15303205,위탁관리,15,위탁관리,22,남광개발주식회사,위탁관리,12,주식회사 유케이개발,거점장비수거방식,위탁관리,(주)와이브이시스템
A15303401,위탁관리,1,위탁관리,2,인앤인주택관리(주),위탁관리,2,폴리텍(주),음식물쓰레기종량제,위탁관리,(주)동진 엠앤에스
A15303502,위탁관리,2,위탁관리,3,유원종합관리주식회사,위탁관리,2,유원종합관리(주),거점장비수거방식,위탁관리,한국종합환경(주)
A15370103,위탁관리,11,위탁관리,22,(주)이데아그룹,위탁관리,14,(주)이데아그룹,기타,위탁관리,세영에이앤씨(주)
A15370301,위탁관리,4,위탁관리,4,승학,위탁관리,2,승학,거점장비수거방식,위탁관리,이수환경공사
A15375809,위탁관리,9,위탁관리,10,(주)듀델코리아,위탁관리,5,다굼,음식물쓰레기종량제,위탁관리,
A15375810,위탁관리,2,위탁관리,2,폴리텍,위탁관리,2,,음식물쓰레기종량제,위탁관리,
A15378501,위탁관리,2,위탁관리,2,세화종합관리(주),자치관리(직영),2,,거점장비수거방식,위탁관리,(주)동진엠엔에스
A15380101,위탁관리,3,위탁관리,3,,위탁관리,2,,거점장비수거방식,위탁관리,
A15380403,위탁관리,13,위탁관리,26,(주)이엠피서비스,위탁관리,13,(주)진성관리,음식물쓰레기종량제,위탁관리,(주)다인서비스
A15381303,위탁관리,2,위탁관리,2,(주)듀델코리아,위탁관리,2,일신환경(주),기타,위탁관리,(주)동진엠엔에스
A15381402,위탁관리,2,자치관리,2,,자치관리,2,,음식물쓰레기종량제,위탁관리,
A15381706,위탁관리,9,위탁관리,7,(주)에이스엠,위탁관리,9,청원환경,음식물쓰레기종량제,위탁관리,(주)동진엠엔에스
A15382301,위탁관리,4,위탁관리,6,(주)듀델코리아,위탁관리,3,듀델코리아,음식물쓰레기종량제,위탁관리,이수환경공사
A15383307,위탁관리,8,위탁관리,15,(주)듀델코리아,위탁관리,10,(주)지엔텍,거점장비수거방식,위탁관리,주)삼정환경개발
A15383308,위탁관리,17,위탁관리,4,이데아그룹,위탁관리,12,태영,거점장비수거방식,위탁관리,(주)좋은서비스
A15383601,위탁관리,2,위탁관리,2,웅산산업개발주식회사,위탁관리,2,에이스시설관리,음식물쓰레기종량제,위탁관리,에이스 시설관리
A15383604,위탁관리,2,위탁관리,2,우리관리,위탁관리,2,(주)승학,음식물쓰레기종량제,위탁관리,동진엠엔에스
A15383702,위탁관리,6,위탁관리,6,성화개발(주),위탁관리,8,,차량수거방식,위탁관리,와이브이시스템(주)
A15383905,위탁관리,7,위탁관리,12,(주)승학,위탁관리,7,더지엠에스,차량수거방식,위탁관리,벨킨스
A15384101,위탁관리,3,위탁관리,3,이데아그룹(주),위탁관리,2,이데아그룹(주),거점장비수거방식,위탁관리,밸킨스
A15384501,위탁관리,3,자치관리(직영),4,,자치관리(직영),2,,음식물쓰레기종량제,위탁관리,신흥시스템
A15384603,위탁관리,5,위탁관리,8,(주)더지엠에스,위탁관리,3,(주)세연종합관리,음식물쓰레기종량제,위탁관리,(주)동진엠앤에스
A15386303,위탁관리,2,위탁관리,2,(주)승학,자치관리,2,,,위탁관리,벨킨스
A15386404,위탁관리,3,위탁관리,2,세화종합관리(주),위탁관리(직영+위탁),3,(주)우리들관리,음식물쓰레기종량제,위탁관리,에이원이엠에스(주)
A15601002,자치관리,6,위탁관리,4,(주)듀델코리아,자치관리,3,,음식물쓰레기종량제,위탁관리,(주)티엔크린
A15601003,위탁관리,5,위탁관리,6,국제경보산업(주),위탁관리,4,삼우서비스,음식물쓰레기종량제,위탁관리,티엔크린
A15601102,위탁관리,4,위탁관리,5,(주)홈스웰,위탁관리,3,승진개발,거점장비수거방식,위탁관리,태은환경
A15601103,위탁관리,6,위탁관리,6,(주)듀델코리아,위탁관리,5,(주)이데아 그룹,음식물쓰레기종량제,위탁관리,에이스나무병원(주)
A15601104,위탁관리,6,위탁관리,6,(주)제일씨엔에이이,위탁관리,8,(주)정화실업,차량수거방식,위탁관리,(주)와이브이사스템
A15601105,위탁관리,8,위탁관리,12,승학(주),위탁관리,7,삼우안전관리,음식물쓰레기종량제,위탁관리,삼우서비스
A15601201,위탁관리,2,위탁관리,2,새롬씨큐리티(주),위탁관리,2,(주)우리들관리,음식물쓰레기종량제,위탁관리,새롬에스앤씨(주)
A15601202,자치관리,4,자치관리,5,,자치관리,3,,음식물쓰레기종량제,위탁관리,다인서비스
A15602001,자치관리(직영),2,위탁관리,2,(주)광운티엠에스,위탁관리,2,(주)더지엠에스,음식물쓰레기종량제,위탁관리,(주)휘성
A15602002,위탁관리,3,위탁관리,2,대명진흥개발,위탁관리,2,대명진흥개발,음식물쓰레기종량제,위탁관리,씨에스엠글로벌
A15602007,위탁관리,6,위탁관리,8,(주)듀델코리아,위탁관리,5,아이원서비스(주),차량수거방식,위탁관리,삼우서비스(주)
A15603001,위탁관리,4,위탁관리(직영+위탁),2,대원종합관리(주),자치관리(직영),2,,차량수거방식,위탁관리,삼우서비스 주식회사
A15603002,위탁관리,5,위탁관리,6,주식회사 가온종합관리,위탁관리,4,대온관리,음식물쓰레기종량제,위탁관리,뉴리빙크린
A15603003,위탁관리,4,위탁관리,6,한결에이엠,위탁관리,3,(주)한결에이엠,음식물쓰레기종량제,위탁관리,(주)한일
A15603004,위탁관리,6,위탁관리,4,(주)이오티앤디,위탁관리,5,(주)나라개발,차량수거방식,위탁관리,지산아이엔씨
A15603006,위탁관리,12,위탁관리,9,(주)에스텍시스템,위탁관리,19,(주)효명종합관리,음식물쓰레기종량제,위탁관리,새롬에스앤씨
A15603007,위탁관리,1,위탁관리,2,(주)헬씨아이,위탁관리,1,부건비엠주식회사,음식물쓰레기종량제,위탁관리,(주)진도프로인
A15603008,위탁관리,9,위탁관리,9,(주)국제안전시스템,위탁관리,11,,음식물쓰레기종량제,위탁관리,
A15603203,위탁관리,6,위탁관리,4,(주)홈스웰,위탁관리,4,좋은서비스,기타,위탁관리,좋은서비스
A15603204,위탁관리,5,위탁관리,5,(주)대신티엠,위탁관리,5,(주)폴리텍,차량수거방식,위탁관리,(주)삼우서비스
A15603205,위탁관리,9,위탁관리,10,예주산업(주),위탁관리,8,(주)제일에스앤씨,음식물쓰레기종량제,위탁관리,(주)에스산업
A15603206,위탁관리,11,위탁관리,13,(주)대산시스템,위탁관리,13,(주)피누스이앤씨,차량수거방식,위탁관리,(주)와이브이시스템
A15603401,위탁관리,3,관리방식미정,0,,위탁관리,2,(주)에코그린티엠,음식물쓰레기종량제,위탁관리,세영에이앤씨(주)
A15603502,위탁관리,5,위탁관리,4,경진이앤지,위탁관리,5,이데아그룹,음식물쓰레기종량제,위탁관리,삼우안전관리
A15605001,위탁관리,4,위탁관리,2,,위탁관리,2,,음식물쓰레기종량제,위탁관리,
A15605002,위탁관리,10,위탁관리,9,코리아종합관리,위탁관리,12,크린텍종합관리,거점장비수거방식,위탁관리,동진엠엔에스
A15605003,위탁관리,4,자치관리,4,,자치관리,4,,차량수거방식,위탁관리,국보종합관리
A15605102,위탁관리,4,위탁관리,4,(주)캠크린프로서비스,위탁관리,2,(주)캠크린프로서비스,차량수거방식,위탁관리,(유)굿모닝대양
A15605103,위탁관리,17,위탁관리,15,(유)미래환경,위탁관리,16,(유)원광,거점장비수거방식,위탁관리,태은환경(주)
A15606001,위탁관리,4,위탁관리,3,국제안전시스템,위탁관리,3,더지엠에스,음식물쓰레기종량제,위탁관리,(주)휘성
A15606002,위탁관리,4,위탁관리,4,새롬에스앤씨,자치관리(직영),2,,차량수거방식,위탁관리,새롬에스엔씨
A15606003,위탁관리,6,위탁관리,6,(주)세이프원,위탁관리,6,(주)듀델코리아,음식물쓰레기종량제,위탁관리,(주)동진엠엔에스
A15606004,자치관리,11,위탁관리,6,(주)이데아그룹,위탁관리,7,이데아,차량수거방식,위탁관리,주식회사 The 자람
A15606005,위탁관리,2,자치관리(직영),2,,자치관리(직영),2,,음식물쓰레기종량제,위탁관리,동진엠앤에스
A15606007,위탁관리,6,위탁관리,6,(주)피누스이앤씨,위탁관리,8,(주)피누스이앤씨,음식물쓰레기종량제,위탁관리,(주)The자람
A15607001,위탁관리,6,위탁관리,6,나래종합관리,위탁관리,4,나래종합관리,차량수거방식,위탁관리,㈜ The자람
A15608001,위탁관리,3,위탁관리,4,청원종합관리,위탁관리,2,성화개발(주),음식물쓰레기종량제,위탁관리,더자람
A15608002,위탁관리,5,위탁관리,4,(주)크린서비스,위탁관리,3,(주)크린서비스,음식물쓰레기종량제,위탁관리,성산산업개발
A15608003,위탁관리,6,위탁관리,7,(주)홈스웰,위탁관리,10,(주)에코그린티엠,음식물쓰레기종량제,위탁관리,(주)휘성
A15609001,위탁관리,2,위탁관리,4,탄천산업,위탁관리,2,,음식물쓰레기종량제,위탁관리,
A15609002,위탁관리,2,위탁관리,2,(주)국보종합관리,위탁관리,3,(주)국보종합관리,음식물쓰레기종량제,위탁관리,(유)우원티엠
A15609003,위탁관리,5,위탁관리,4,삼우안전관리(유),위탁관리,5,(주)국보종합관리,음식물쓰레기종량제,위탁관리,(주)국보종합관리
A15609005,위탁관리,12,위탁관리,24,(주)국보종합관리,위탁관리,10,(주)국보종합관리,음식물쓰레기종량제,위탁관리,(주)지산아이앤씨
A15609006,위탁관리,4,위탁관리,4,국보종합관리(주),위탁관리,3,국보종합관리,차량수거방식,위탁관리,태강티엠에스
A15609007,위탁관리,5,위탁관리,4,(주)새롬씨큐러티,위탁관리,5,새롬에스앤씨,음식물쓰레기종량제,위탁관리,동진엠엔에스
A15609301,위탁관리,4,위탁관리,4,선우환경관리,위탁관리,2,듀델코리아,차량수거방식,위탁관리,화성종합관리
A15609303,자치관리,4,자치관리,6,,위탁관리,3,(주)더지엠에스,차량수거방식,위탁관리,(주)동진엠엔에스
A15609305,위탁관리,5,위탁관리,4,(주)이데아그룹,위탁관리,7,원광,음식물쓰레기종량제,위탁관리,우원티엠
A15609306,위탁관리,7,위탁관리,6,예주산업,위탁관리,11,삼우안전관리,음식물쓰레기종량제,위탁관리,와이브이.
A15609401,위탁관리,3,위탁관리,2,성화개발,위탁관리,2,국보종합관리,음식물쓰레기종량제,위탁관리,국보종합관리
A15609501,위탁관리,3,위탁관리,6,(주)탄천산업,위탁관리,3,탄천산업(주),음식물쓰레기종량제,위탁관리,탄천산업(주)
A15609502,위탁관리,7,위탁관리,8,에스씨관리(주),위탁관리,7,국보종합관리(주),음식물쓰레기종량제,위탁관리,국보종합관리(주)
A15670001,위탁관리,7,위탁관리,10,코리아이지텔(주),위탁관리,9,새롬에스앤씨,차량수거방식,위탁관리,(주)동진엠엔에스
A15671801,위탁관리,4,위탁관리(직영+위탁),2,대원에스테이트서비스,자치관리,2,,차량수거방식,위탁관리,(주)휘성
A15672001,위탁관리,4,위탁관리,4,녹색개발,위탁관리,2,녹색개발,거점장비수거방식,위탁관리,삼우방역
A15672002,위탁관리,8,위탁관리,5,(주)녹색개발,위탁관리,10,녹색개발,차량수거방식,위탁관리,대양디아이
A15676512,위탁관리,8,위탁관리,6,주식회사 대한주택개발,관리방식미정,0,,,위탁관리,대양디아이주식회사
A15676701,위탁관리,7,위탁관리,8,남경종합관리,위탁관리,5,남경종합관리,음식물쓰레기종량제,위탁관리,동진엠엔에스
A15676702,위탁관리,3,위탁관리,2,(주)코리아종합관리,위탁관리,1,(주)코리아종합관리,차량수거방식,위탁관리,(주)지산아이앤씨
A15677204,위탁관리,12,위탁관리,7,(유)탄천산업,위탁관리,8,(유)탄천산업,차량수거방식,위탁관리,(주)동진엠엔에스
A15677501,위탁관리,5,위탁관리,4,(주)국보종합관리,위탁관리,5,국보종합관리,음식물쓰레기종량제,위탁관리,국보종합관리
A15678101,위탁관리,3,위탁관리,4,그린코리아(주),위탁관리,2,그린코리아(주),음식물쓰레기종량제,위탁관리,국보종합관리
A15678102,위탁관리,9,위탁관리,10,희망코리아,위탁관리,5,(주)대명진흥개발,차량수거방식,위탁관리,(주)와이브이시스템
A15678103,위탁관리,13,위탁관리,12,케이티팝스,위탁관리,17,삼우서비스,음식물쓰레기종량제,위탁관리,한영방제
A15679103,위탁관리,2,위탁관리,3,엘림에스(주),위탁관리,2,엘림에스(유),음식물쓰레기종량제,위탁관리,더자람
A15679104,위탁관리,4,위탁관리,6,한국보안컨설팅(주),위탁관리,2,우리들관리,음식물쓰레기종량제,위탁관리,(주)나무종합병원
A15679105,위탁관리,9,위탁관리,12,새롬에스앤씨(주),위탁관리,6,,음식물쓰레기종량제,위탁관리,
A15679106,위탁관리,4,위탁관리,2,(주)신대한관리,위탁관리,3,(주)신대한관리,차량수거방식,위탁관리,동진엠엔에스
A15679107,위탁관리,8,위탁관리,8,(주)강일기업,위탁관리,7,(주)강일기업,차량수거방식,위탁관리,(주)티에이치서비스
A15679108,위탁관리,8,위탁관리,12,예주산업주식회사,위탁관리,9,태영,차량수거방식,위탁관리,주식회사 태영
A15679109,위탁관리,9,위탁관리,4,(주)듀델코리아,위탁관리,11,효명종합관리,차량수거방식,위탁관리,주신환경
A15681103,위탁관리,2,위탁관리,2,(주)국제안전시스템,위탁관리,2,국제안전시스템(주),음식물쓰레기종량제,위탁관리,(주) 휘성
A15681104,위탁관리,4,위탁관리,4,(주)엘림테크,위탁관리,2,,음식물쓰레기종량제,위탁관리,
A15681105,위탁관리,5,위탁관리,13,(주)엘림테크,위탁관리,4,,음식물쓰레기종량제,위탁관리,
A15681106,위탁관리,5,위탁관리,7,(주)듀델코리아,위탁관리,4,이데아그룹,차량수거방식,위탁관리,yv시스템
A15681108,위탁관리,7,위탁관리,12,인앤인주택관리 (주),위탁관리,6,인앤인,음식물쓰레기종량제,위탁관리,(주)와이브이시스템
A15681110,위탁관리,16,위탁관리,23,(주)신화비엠씨,위탁관리,13,(주)신화비엠씨,거점장비수거방식,위탁관리,(주)와이브이시스템
A15681501,위탁관리,11,위탁관리,12,탄천산업,위탁관리,7,엘림에스,음식물쓰레기종량제,위탁관리,삼우안전관리
A15681502,위탁관리,11,위탁관리,9,(주)위더스엔,위탁관리,9,(주)밝은티에스,음식물쓰레기종량제,위탁관리,에이스나문병원
A15681503,위탁관리,13,위탁관리,10,(유)탄천산업,위탁관리,14,(유) 탄천산업,차량수거방식,위탁관리,(주)성산산업개발
A15681802,자치관리,3,자치관리,6,,자치관리,3,,음식물쓰레기종량제,위탁관리,대양씨앤지(주)
A15683402,위탁관리,6,위탁관리,7,(주)동익,위탁관리,6,(주)이데아그룹,차량수거방식,위탁관리,동진엠엔에스
A15683601,위탁관리,3,위탁관리,4,(주)홈스웰,위탁관리,3,(주)홈스웰,음식물쓰레기종량제,위탁관리,제이마스터(주)
A15683901,위탁관리,5,위탁관리,5,성화개발,위탁관리,3,일신환경,거점장비수거방식,위탁관리,동진엠앤에스
A15685201,자치관리,1,위탁관리,2,우창개발,위탁관리,3,,거점장비수거방식,위탁관리,
A15685206,자치관리,9,위탁관리,32,(주)우창개발,위탁관리,11,(주)듀델코리아,음식물쓰레기종량제,위탁관리,삼우서비스 주식회사
A15685503,위탁관리,5,위탁관리,6,(주)동익,위탁관리,4,,음식물쓰레기종량제,위탁관리,
A15685702,위탁관리,10,위탁관리,25,에스텍시스템,위탁관리,8,대정에프엠,거점장비수거방식,위탁관리,청정티엠에스
A15701002,위탁관리,3,위탁관리,2,와이번스,위탁관리,3,,기타,위탁관리,
A15701003,위탁관리,17,위탁관리,33,한국보안컨설팅(주),위탁관리,24,(주)크린텍종합관리,음식물쓰레기종량제,위탁관리,(주)지산아이앤씨
A15701004,위탁관리,2,위탁관리,2,(주)미래에이비엠,위탁관리,2,(주)미래에이비엠,음식물쓰레기종량제,위탁관리,(주)미래에이비엠
A15701007,위탁관리,19,위탁관리,21,(주)피누스이앤씨,위탁관리,29,(주)열린서비스,음식물쓰레기종량제,위탁관리,에이스나무병원
A15701601,위탁관리,2,위탁관리,2,에코그린티엠,위탁관리,2,에코그린티엠,음식물쓰레기종량제,위탁관리,공간종합관리
A15701602,위탁관리,10,위탁관리,11,제일씨엔에스,위탁관리,13,,음식물쓰레기종량제,위탁관리,
A15703001,자치관리,2,위탁관리,2,코리아이지텔(주),위탁관리,3,,음식물쓰레기종량제,위탁관리,
A15703002,위탁관리,3,위탁관리(직영+위탁),4,(주)세연종합관리,위탁관리,2,(주)에코그린티엠,음식물쓰레기종량제,위탁관리,(주)성산산업개발
A15703004,위탁관리,7,위탁관리,14,(주)공간종합관리,위탁관리,7,(주)삼일시스템,음식물쓰레기종량제,위탁관리,(주)공간종합관리
A15703005,위탁관리,2,위탁관리,4,(주)혜진종합관리,위탁관리,2,,음식물쓰레기종량제,위탁관리,
A15703204,위탁관리,13,위탁관리,28,듀델코리아(주),위탁관리,18,(주)현대종합관리,음식물쓰레기종량제,위탁관리,좋은서비스
A15703301,위탁관리,5,위탁관리,8,(주)융성종합관리,위탁관리,3,삼우안전관리(유),음식물쓰레기종량제,위탁관리,삼우안전관리(유)
A15703302,위탁관리,6,위탁관리,8,(주)경진이앤지,위탁관리,5,공간종합관리,음식물쓰레기종량제,위탁관리,지산아이엔씨
A15703303,위탁관리,5,위탁관리,8,(주)이데아그룹,위탁관리,4,(주)이데아그룹,음식물쓰레기종량제,위탁관리,(주)성산산업개발
A15703304,위탁관리,5,위탁관리,12,(주)코리아이지텔,위탁관리,3,(주)이지종합관리,음식물쓰레기종량제,위탁관리,(주)태인 이앤지
A15703306,위탁관리,5,위탁관리,10,코리아종합관리,위탁관리,4,코리아종합관리,음식물쓰레기종량제,위탁관리,
A15703307,위탁관리,7,위탁관리,7,홈스웰(주),위탁관리,6,듀텔코리아,음식물쓰레기종량제,위탁관리,굿에어테크
A15703308,위탁관리,8,위탁관리,12,한국보안컨설팅㈜,위탁관리,5,㈜정화실업,음식물쓰레기종량제,위탁관리,동진엠엔에스
A15703309,위탁관리,8,위탁관리,18,조현시스템,위탁관리,8,동성자산관리(주),음식물쓰레기종량제,위탁관리,신광환경
A15703313,자치관리(직영),10,위탁관리,8,(주)태영,위탁관리,2,주식회사 에코그린티엠,기타,위탁관리,대양디아이 주식회사
A15703318,자치관리,4,위탁관리,4,(주)태영,위탁관리,2,,음식물쓰레기종량제,위탁관리,
A15704001,위탁관리,2,위탁관리,3,유진토탈써비스(주),위탁관리,1,(주)에코그린티엠,차량수거방식,위탁관리,(주)태강티엠스
A15704002,위탁관리,2,위탁관리,2,이데아그룹,위탁관리,3,주식회사 이데아그룹,음식물쓰레기종량제,위탁관리,라이프티엠
A15704003,위탁관리,2,위탁관리,2,코리아이지텔(주),위탁관리,2,(주)듀델코리아,음식물쓰레기종량제,위탁관리,(주)다빈환경
A15704006,위탁관리,3,위탁관리,3,(주)가온종합관리,위탁관리,2,블루써브(주),음식물쓰레기종량제,위탁관리,(주)성산산업개발
A15704007,위탁관리,3,위탁관리,4,(주)세계보안관리시스템,위탁관리,2,에코그린,거점장비수거방식,위탁관리,이수환경
A15704009,위탁관리,4,위탁관리,2,이데아그룹,위탁관리,2,에코그린티엠,음식물쓰레기종량제,위탁관리,(주)성산산업개발
A15704015,위탁관리,5,위탁관리,4,(주)듀델코리아,위탁관리,3,(주)청아시스템,음식물쓰레기종량제,위탁관리,(주)휘성
A15704017,자치관리,3,위탁관리,4,(유)와이번스안전시스템,위탁관리,3,,차량수거방식,위탁관리,
A15704023,위탁관리,5,위탁관리,6,(주)성진시스템즈,위탁관리,5,일신환경(주),음식물쓰레기종량제,위탁관리,(주)성산산업개발
A15704025,자치관리,5,위탁관리,6,(주)공간종합관리,위탁관리,4,(주)에코그린티엠,음식물쓰레기종량제,위탁관리,(주)씨엔
A15704028,위탁관리,6,위탁관리,12,(주)국보종합관리,위탁관리,7,(주)국보종합관리,차량수거방식,위탁관리,(주)국보종합관리
A15720001,위탁관리,8,위탁관리,8,(주)상우시스템,위탁관리,9,(주)수림종합관리,음식물쓰레기종량제,위탁관리,(주)휘성
A15720101,위탁관리,2,위탁관리,2,코리아이지텔,자치관리(직영),2,,음식물쓰레기종량제,위탁관리,성산산업개발
A15721001,위탁관리,2,위탁관리,2,(주)엘림에스,위탁관리,2,(주)엘림에스,음식물쓰레기종량제,위탁관리,(주)휘성
A15721003,자치관리,8,자치관리(직영),4,,자치관리(직영),2,,,위탁관리,
A15721004,위탁관리,3,위탁관리,2,(주)코리아종합관리,위탁관리,3,태은환경,음식물쓰레기종량제,위탁관리,동진엠엔에스
A15721005,위탁관리,5,위탁관리,4,남광개발,위탁관리,4,,음식물쓰레기종량제,위탁관리,
A15721006,위탁관리,10,위탁관리,11,한국보안컨설팅(주),위탁관리,13,(주)듀델코리아,음식물쓰레기종량제,위탁관리,(주)블루써브
A15721007,위탁관리,10,위탁관리,10,세롬씨큐리티,위탁관리,12,(주)라포르,음식물쓰레기종량제,위탁관리,새롬에스엔씨(주)
A15721008,위탁관리,5,위탁관리,4,크린서비스,위탁관리,5,크린서비스,음식물쓰레기종량제,위탁관리,와이브이시스템
A15721009,위탁관리,5,위탁관리,4,(주)국보종합관리,위탁관리,4,(주)현대종합관리,음식물쓰레기종량제,위탁관리,(유)우원티엠
A15721010,위탁관리,9,위탁관리,8,(주)듀델코리아,위탁관리,9,(주)청아시스템,음식물쓰레기종량제,위탁관리,다인서비스
A15721011,위탁관리,4,위탁관리,2,(주)국보종합관리,위탁관리,3,(주)에코그린티엠,음식물쓰레기종량제,위탁관리,(주)국보종합관리
A15722001,위탁관리,4,위탁관리,2,신현대관리,위탁관리,2,,,위탁관리,
A15722003,위탁관리,4,위탁관리,5,공간종합관리,위탁관리,2,정화실업,음식물쓰레기종량제,위탁관리,이산INC
A15722004,위탁관리,4,위탁관리,2,(주)세이프원,위탁관리,3,,거점장비수거방식,위탁관리,
A15722005,위탁관리,4,위탁관리,4,이데아그룹(주0,위탁관리,3,,음식물쓰레기종량제,위탁관리,
A15722007,위탁관리,2,위탁관리,4,웅산산업개발(주),위탁관리,2,에이스시설관리(주),음식물쓰레기종량제,위탁관리,에이스시설관리(주)
A15722010,위탁관리,5,위탁관리,4,명원실업,위탁관리,4,,거점장비수거방식,위탁관리,
A15722102,위탁관리,3,위탁관리,3,(주)코리아종합관리,위탁관리,2,일신환경,음식물쓰레기종량제,위탁관리,(대)대청그린윅스
A15722104,위탁관리,3,위탁관리,4,듀델코리아,위탁관리,2,듀델코리아,음식물쓰레기종량제,위탁관리,은광서비스
A15722106,위탁관리,4,위탁관리,3,경진관리,위탁관리,3,현대종합관리,기타,위탁관리,탑플러스
A15722108,위탁관리,5,위탁관리,6,(주)승학,위탁관리,4,(주)듀델코리아,음식물쓰레기종량제,위탁관리,(주)좋은서비스
A15722201,위탁관리,2,위탁관리,2,(주)한빛종합관리,위탁관리,2,(주)한빛종합관리,음식물쓰레기종량제,위탁관리,씨앤소독
A15722203,위탁관리,3,위탁관리,4,이엠피서비스,위탁관리,2,이엠피서비스,음식물쓰레기종량제,위탁관리,성산산업개발
A15722204,위탁관리,4,위탁관리,6,코리아이지텔,위탁관리,2,하늘종합관리,음식물쓰레기종량제,위탁관리,라이프티엠
A15722304,위탁관리,3,위탁관리,2,(주) 공간,위탁관리,2,(주) 성산간업개발,음식물쓰레기종량제,위탁관리,(주)성산간업개발
A15722306,위탁관리,6,자치관리(직영),2,,위탁관리,2,에코캠크린,기타,위탁관리,(주)굿모닝대양
A15722307,위탁관리,4,위탁관리,6,(주)지엔비,위탁관리,3,(주)지엔비,차량수거방식,위탁관리,한일환경
A15722314,위탁관리,8,위탁관리,12,탑종합관리주식회사,관리방식미정,1,,기타,위탁관리,세영에이앤씨
A15728002,위탁관리,5,위탁관리,6,(주)에스지세콤,위탁관리,4,(주)에스지세콤,기타,위탁관리,(주)씨엠시설관리
A15728003,위탁관리,6,위탁관리,8,에스지세콤,위탁관리,5,에스지세콤,기타,위탁관리,씨엠시설
A15728004,위탁관리,7,위탁관리,6,새롬씨큐리티(주),위탁관리,5,새롬에스앤씨(주),음식물쓰레기종량제,위탁관리,(주)지산이앤씨
A15728005,위탁관리,6,위탁관리,8,(주)공간,위탁관리,6,,음식물쓰레기종량제,위탁관리,
A15728006,위탁관리,8,위탁관리,10,(주)에코그린티엠,위탁관리,8,주식회사태룡에스디,음식물쓰레기종량제,위탁관리,(주)다빈환경
A15728007,위탁관리,8,위탁관리,14,밝은티엠에스,위탁관리,11,삼정알엠씨(주),음식물쓰레기종량제,위탁관리,라이프티엠
A15728008,위탁관리,10,위탁관리,11,(주)이엠피서비스,위탁관리,11,밝은티에스,음식물쓰레기종량제,위탁관리,다인서비스
A15728009,위탁관리,15,위탁관리,22,성화개발(주),위탁관리,25,(주)피누스이앤씨,음식물쓰레기종량제,위탁관리,(주)와이브이시스템
A15728010,위탁관리,2,위탁관리,2,주)신세기시스템,위탁관리,2,,음식물쓰레기종량제,위탁관리,
A15728011,위탁관리,12,위탁관리,9,(주)이데아,위탁관리,9,(주)이데아,,위탁관리,(주)범주
A15770101,위탁관리,2,위탁관리,2,예주산업,위탁관리,2,(주)캠크린프로서비스,거점장비수거방식,위탁관리,공간종합관리
A15770801,위탁관리,7,위탁관리,6,(주)듀델코리아,위탁관리,5,(주)효명종합관리,음식물쓰레기종량제,위탁관리,(주)와이브이시스템
A15773501,위탁관리,4,위탁관리,4,세계보안관리시스템,위탁관리,3,우인성업,음식물쓰레기종량제,위탁관리,대청그린웍스
A15774708,위탁관리,12,위탁관리,8,대한주택개발,위탁관리,5,(주)태영,음식물쓰레기종량제,위탁관리,대양디아이
A15776001,자치관리,2,위탁관리,3,(주)이데아그룹,위탁관리,2,,음식물쓰레기종량제,위탁관리,
A15776414,위탁관리,9,위탁관리,7,(주)대한주택개발,위탁관리,3,(주)태영,음식물쓰레기종량제,위탁관리,(주)좋은서비스
A15776617,위탁관리,5,위탁관리,6,태영,위탁관리,2,(주)오케이시스,음식물쓰레기종량제,위탁관리,대양디아
A15776715,위탁관리,9,위탁관리,6,대한주택개발,위탁관리,3,태영,음식물쓰레기종량제,위탁관리,대양디아이
A15776916,위탁관리,9,위탁관리,6,태영,위탁관리(직영+위탁),4,,음식물쓰레기종량제,위탁관리,
A15777501,위탁관리,7,위탁관리,10,(주)케이티원,위탁관리,4,하늘좋합관리,음식물쓰레기종량제,위탁관리,삼우서비스(주)
A15778101,위탁관리,7,위탁관리,10,주식회사 승학,위탁관리,5,(주)에코그린티엠,거점장비수거방식,위탁관리,성산산업개발
A15779704,위탁관리,2,위탁관리,4,주식회사신세기시스템,위탁관리,2,삼우서비스(주),음식물쓰레기종량제,위탁관리,(주)굿모닝환경
A15780002,위탁관리,5,위탁관리,6,남경종합관리,위탁관리,4,(주)듀델코리아,거점장비수거방식,위탁관리,(주)태광티엠에스
A15780401,위탁관리,7,위탁관리,7,듀델코리아,위탁관리,5,듀델코리아,거점장비수거방식,위탁관리,(주)지산아이앤씨 
A15780602,위탁관리,5,위탁관리,4,코리아종합관리,위탁관리,3,새롬에스앤씨(주),음식물쓰레기종량제,위탁관리,(주)공간종합관리
A15780603,위탁관리,7,위탁관리,6,코리아이지텔(주),위탁관리,11,우원티엠,음식물쓰레기종량제,위탁관리,주)와이브이시스템
A15780604,위탁관리,10,위탁관리,10,(주)피누스이앤씨,위탁관리,7,피누스,음식물쓰레기종량제,위탁관리,에이스나무병원
A15780605,위탁관리,10,위탁관리,18,인앤인주식회사,위탁관리,9,티엔크린(주),음식물쓰레기종량제,위탁관리,와이브리시스템
A15780701,위탁관리,3,위탁관리,2,승학(주),위탁관리,2,위더스엔(주),음식물쓰레기종량제,위탁관리,성산산업개발(주)
