단지코드,건물구조,전기-수전용량,전기-세대전기계약방식,승강기관리-관리방식,승강기대수,총주차대수,CCTV대수,홈네트워크,부대복리시설,최고층수,지하층수
A10025375,철근콘크리트구조,1658,종합계약,위탁관리,3,100,59,무,커뮤니티공간,19,5
A10023049,철골철근콘크리트구조,3250,종합계약,위탁관리,7,154,212,유,"관리사무소, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",21,5
A13707203,철근콘크리트구조,1777,단일계약,위탁관리,4,194,23,무,"관리사무소, 휴게시설, 자전거보관소",15,4
A10021305,철골철근콘크리트구조,2000,단일계약,위탁관리,0,283,50,유,,18,3
A13770609,철골철근콘크리트구조,7920,종합계약,위탁관리,24,1791,187,유,"관리사무소, 주민공동시설, 어린이놀이터, 자전거보관소",46,3
A10021789,철골철근콘크리트구조,1000,종합계약,위탁관리,4,157,30,유,"관리사무소, 어린이놀이터, 자전거보관소",22,7
A13718001,철근콘크리트구조,4850,단일계약,위탁관리,37,1759,427,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",20,2
A10028021,철골콘크리트구조,2940,종합계약,위탁관리,27,1180,290,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",21,3
A13716003,철근콘크리트구조,1400,단일계약,위탁관리,17,603,164,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",19,3
A13716002,철근콘크리트구조,2245,단일계약,위탁관리,19,696,196,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",17,3
A10028105,철골철근콘크리트구조,2000,단일계약,위탁관리,26,615,208,,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",7,1
A13716001,철골철근콘크리트구조,1175,종합계약,위탁관리,16,330,128,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",7,0
A10028046,철근콘크리트구조,1600,단일계약,위탁관리,15,387,269,유,"관리사무소, 노인정, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소",9,1
A10023825,조적구조,4500,종합계약,위탁관리,17,904,307,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",35,3
A13579506,철근콘크리트구조,1350,종합계약,위탁관리,6,387,99,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",25,2
A10021281,철근콘크리트구조,400,종합계약,위탁관리,3,134,28,무,,18,2
A13592002,철근콘크리트구조,2250,기타,위탁관리,5,338,150,무,관리사무소,26,5
A13508003,철근콘크리트구조,3175,기타,위탁관리,6,289,48,무,관리사무소,13,4
A13508011,철근콘크리트구조,2750,종합계약,위탁관리,11,626,84,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",34,2
A13579505,철근콘크리트구조,2250,종합계약,위탁관리,13,582,157,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",21,2
A10024813,철골철근콘크리트구조,,단일계약,위탁관리,5,312,39,,"관리사무소, 어린이놀이터, 커뮤니티공간, 자전거보관소",15,2
A13579503,철근콘크리트구조,800,단일계약,위탁관리,5,200,93,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",26,2
A13592605,철골철근콘크리트구조,2500,종합계약,위탁관리,23,852,258,무,"관리사무소, 보육시설, 어린이놀이터, 휴게시설, 자전거보관소",25,2
A13592601,철근콘크리트구조,2250,단일계약,위탁관리,14,788,121,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",22,2
A13579501,철근콘크리트구조,1700,종합계약,위탁관리,9,552,90,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",24,0
A13508002,철근콘크리트구조,700,단일계약,위탁관리,5,228,50,무,"관리사무소, 어린이놀이터, 휴게시설, 자전거보관소",17,3
A13591402,철골콘크리트구조,1360,종합계약,위탁관리,7,331,50,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,2
A13508004,철근콘크리트구조,600,종합계약,위탁관리,5,208,44,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",21,2
A13592706,철근콘크리트구조,3000,단일계약,위탁관리,24,1053,248,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",22,2
A13508006,철근콘크리트구조,2650,단일계약,위탁관리,8,665,105,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",24,2
A13508010,철골철근콘크리트구조,950,종합계약,위탁관리,10,238,48,무,"관리사무소, 주민공동시설",15,5
A13508009,철근콘크리트구조,3750,단일계약,위탁관리,14,914,179,무,"관리사무소, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",21,3
A10027474,철골철근콘크리트구조,3300,단일계약,위탁관리,11,615,193,유,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 커뮤니티공간, 자전거보관소",31,3
A13592604,철근콘크리트구조,2100,단일계약,위탁관리,20,743,161,무,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",24,2
A13508005,철근콘크리트구조,515,종합계약,위탁관리,2,154,19,무,"관리사무소, 노인정, 어린이놀이터",12,2
A13508001,철근콘크리트구조,600,단일계약,위탁관리,4,127,48,무,"관리사무소, 어린이놀이터",18,3
A10022749,철골철근콘크리트구조,5643,종합계약,관리방식미정,10,343,198,유,"관리사무소, 보육시설, 주민공동시설, 휴게시설, 커뮤니티공간, 자전거보관소",15,5
A13508012,철근콘크리트구조,3500,단일계약,위탁관리,11,588,200,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",25,0
A13579504,철근콘크리트구조,1350,단일계약,위탁관리,4,213,31,무,"관리사무소, 휴게시설, 자전거보관소",26,6
A10024820,,,,,0,0,,,,24,2
A13593908,철근콘크리트구조,950,기타,위탁관리,12,389,96,무,"관리사무소, 노인정, 유치원",15,0
A13524006,철근콘크리트구조,1750,종합계약,위탁관리,31,500,41,무,"관리사무소, 노인정, 어린이놀이터",9,1
A10023565,철근콘크리트구조,723,단일계약,,0,94,20,무,"관리사무소, 노인정, 어린이놀이터",5,0
A13580602,철근콘크리트구조,2900,단일계약,위탁관리,26,747,102,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,0
A13524009,철근콘크리트구조,2900,단일계약,위탁관리,14,511,100,무,"관리사무소, 노인정, 보육시설, 어린이놀이터, 기타",15,0
A10023996,철골철근콘크리트구조,2200,종합계약,위탁관리,9,305,210,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",16,3
A10024564,철골철근콘크리트구조,13000,종합계약,위탁관리,82,3961,1154,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",35,3
A13524004,철근콘크리트구조,1450,단일계약,위탁관리,11,419,64,무,"관리사무소, 노인정, 어린이놀이터",15,1
A13580002,철근콘크리트구조,804,단일계약,위탁관리(직영+위탁),14,138,55,무,"관리사무소, 어린이놀이터, 자전거보관소",9,1
A13593901,철근콘크리트구조,1600,종합계약,위탁관리,6,502,58,유,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",22,2
A10023348,철골철근콘크리트구조,18250,종합계약,위탁관리,135,5881,2333,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",35,4
A13599402,철근콘크리트구조,1950,단일계약,위탁관리,12,652,55,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",14,1
A13599303,철근콘크리트구조,2950,단일계약,위탁관리,19,800,48,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설",15,1
A13599301,철근콘크리트구조,2250,단일계약,위탁관리,8,1100,49,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설",15,1
A13524005,철근콘크리트구조,1645,단일계약,위탁관리,16,453,70,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",13,1
A13580001,철근콘크리트구조,765,단일계약,위탁관리,11,230,26,유,"관리사무소, 어린이놀이터, 자전거보관소",9,0
A13594007,철근콘크리트구조,300,기타,위탁관리,6,276,46,무,,15,0
A10025203,철근콘크리트구조,8000,종합계약,위탁관리,38,2103,744,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",33,3
A10022859,철근콘크리트구조,31500,종합계약,위탁관리,246,12904,3887,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",35,4
A10025675,철근콘크리트구조,11603,종합계약,위탁관리,65,3153,878,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",35,5
A13510103,철근콘크리트구조,1300,단일계약,위탁관리,26,554,121,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",15,3
A10024640,철근콘크리트구조,960,종합계약,위탁관리,14,217,68,무,"관리사무소, 어린이놀이터",15,2
A13510202,철근콘크리트구조,790,단일계약,위탁관리,9,188,25,무,"관리사무소, 어린이놀이터",13,1
A13510006,철근콘크리트구조,990,단일계약,위탁관리,8,400,42,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",17,2
A13510003,철근콘크리트구조,950,단일계약,위탁관리,7,373,64,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",16,2
A13510203,철근콘크리트구조,810,단일계약,위탁관리,5,319,76,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",18,3
A13510009,철근콘크리트구조,1525,단일계약,위탁관리,7,216,105,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",15,2
A10020363,철골철근콘크리트구조,9581,종합계약,위탁관리,43,2417,914,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",35,4
A10021563,,,,,0,0,,,,7,3
A13510001,철근콘크리트구조,850,단일계약,위탁관리,4,160,29,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",19,2
A13510005,철근콘크리트구조,2380,종합계약,위탁관리,17,774,55,무,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간",15,0
A13510201,철근콘크리트구조,975,단일계약,위탁관리,5,207,32,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",16,1
A10025755,철골철근콘크리트구조,680,종합계약,위탁관리,4,99,24,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설",14,2
A10025280,철골철근콘크리트구조,1250,단일계약,위탁관리,3,143,60,유,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",19,3
A10024186,철근콘크리트구조,450,종합계약,위탁관리,3,141,32,무,"관리사무소, 노인정, 어린이놀이터",18,2
A13510007,철근콘크리트구조,3750,종합계약,위탁관리,19,905,161,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",35,2
A13510102,철근콘크리트구조,1050,단일계약,위탁관리,9,414,43,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",24,2
A13510002,철근콘크리트구조,1600,종합계약,위탁관리,3,142,75,무,"관리사무소, 커뮤니티공간",27,8
A10024131,철근콘크리트구조,4050,종합계약,위탁관리,19,1211,331,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",35,3
A13509013,철근콘크리트구조,700,종합계약,위탁관리,5,240,31,유,"관리사무소, 어린이놀이터, 휴게시설, 자전거보관소",15,1
A13509014,,,,,0,0,,,,15,2
A10023020,철골철근콘크리트구조,1733,종합계약,위탁관리,3,119,61,무,"관리사무소, 주민공동시설, 커뮤니티공간, 자전거보관소",14,5
A10026934,철골철근콘크리트구조,800,단일계약,위탁관리,6,276,66,유,"관리사무소, 노인정, 어린이놀이터",13,2
A10026350,철근콘크리트구조,2050,종합계약,위탁관리,11,743,307,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",31,3
A13550701,철근콘크리트구조,1650,종합계약,위탁관리,7,520,113,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",22,3
A10024819,,,,,0,0,,,,15,2
A13570501,철근콘크리트구조,3250,종합계약,위탁관리,21,1291,340,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소",23,3
A13509005,철근콘크리트구조,1200,종합계약,위탁관리,10,484,88,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",24,2
A13509007,철근콘크리트구조,1750,종합계약,위탁관리,8,500,64,무,"관리사무소, 노인정, 어린이놀이터",20,0
A13509010,철근콘크리트구조,3750,종합계약,위탁관리,19,1378,279,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",22,2
A13509006,철근콘크리트구조,1350,단일계약,위탁관리,10,297,76,무,"관리사무소, 노인정, 주민공동시설, 자전거보관소",20,3
