단지코드,건물구조,전기-수전용량,전기-세대전기계약방식,승강기관리-관리방식,승강기대수,총주차대수,CCTV대수,홈네트워크,부대복리시설,최고층수,지하층수
A15178401,철근콘크리트구조,700,종합계약,위탁관리,3,96,24,유,"관리사무소, 어린이놀이터, 자전거보관소",16,2
A15101509,철근콘크리트구조,700,단일계약,위탁관리,2,107,30,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,3
A15185704,철근콘크리트구조,950,종합계약,위탁관리,6,310,33,무,"관리사무소, 노인정, 어린이놀이터",12,0
A15188101,철근콘크리트구조,700,단일계약,위탁관리,6,123,44,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설",13,0
A15102902,철근콘크리트구조,860,단일계약,위탁관리,7,165,37,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",19,3
A15101901,철골철근콘크리트구조,800,종합계약,위탁관리,4,186,55,무,"관리사무소, 노인정, 어린이놀이터, 유치원",20,2
A15101101,철근콘크리트구조,1500,단일계약,위탁관리,9,401,60,유,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",19,1
A15102202,철근콘크리트구조,950,단일계약,위탁관리,6,241,53,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",15,2
A15190301,철근콘크리트구조,750,단일계약,위탁관리,4,235,5,무,"관리사무소, 어린이놀이터",10,0
A15101505,철근콘크리트구조,850,단일계약,위탁관리,14,190,49,무,"관리사무소, 노인정, 어린이놀이터",15,1
A10024634,철골콘크리트구조,400,단일계약,위탁관리,4,111,32,유,"관리사무소, 어린이놀이터, 자전거보관소",15,1
A15101802,철근콘크리트구조,950,단일계약,위탁관리,10,383,75,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",19,2
A15102203,철근콘크리트구조,1400,단일계약,위탁관리,8,397,66,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",18,4
A15187101,철근콘크리트구조,800,단일계약,위탁관리,4,222,43,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",24,2
A15101507,철근콘크리트구조,900,기타,위탁관리,14,355,62,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",23,1
A15179403,철근콘크리트구조,1500,단일계약,위탁관리,11,487,88,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",25,1
A15188801,철근콘크리트구조,450,단일계약,위탁관리,2,131,25,,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",18,1
A15190705,철근콘크리트구조,5000,단일계약,위탁관리,33,2117,356,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",24,2
A10022412,철골철근콘크리트구조,225,단일계약,위탁관리,4,116,28,무,,18,1
A15101508,철근콘크리트구조,4900,단일계약,위탁관리,38,1067,168,유,"관리사무소, 노인정, 어린이놀이터",15,1
A15185201,철근콘크리트구조,550,종합계약,위탁관리,4,175,24,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",17,2
A10022424,,,,,0,0,,,,19,0
A15179701,철근콘크리트구조,1400,단일계약,위탁관리,11,518,111,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",25,0
A10022801,철근콘크리트구조,2500,종합계약,위탁관리,7,158,124,유,"관리사무소, 커뮤니티공간, 자전거보관소",22,6
A10024621,,,,,0,0,,,,21,2
A10021742,철근콘크리트구조,750,단일계약,위탁관리,3,33,13,유,,11,1
A10023661,철근콘크리트구조,5068,종합계약,위탁관리,27,1303,499,유,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",35,3
A15108001,철골철근콘크리트구조,850,종합계약,위탁관리,9,208,48,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",11,1
A15108003,철근콘크리트구조,800,단일계약,위탁관리,9,186,50,무,"관리사무소, 노인정, 어린이놀이터",13,2
A10021899,철골철근콘크리트구조,600,종합계약,위탁관리,5,151,54,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",12,3
A10020358,철골철근콘크리트구조,7220,종합계약,관리방식미정,47,2003,453,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",22,3
A13785008,철근콘크리트구조,3600,종합계약,위탁관리,20,1231,165,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",24,0
A13782803,철근콘크리트구조,2850,종합계약,위탁관리,16,782,160,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소, 기타",29,3
A13784102,철근콘크리트구조,1700,종합계약,위탁관리,7,540,46,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설",15,2
A13785203,철근콘크리트구조,2500,종합계약,위탁관리,15,798,87,유,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",20,2
A13785201,철근콘크리트구조,1600,종합계약,위탁관리,11,597,46,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",20,2
A10027585,철근콘크리트구조,900,단일계약,위탁관리,5,219,36,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",15,2
A13783001,철근콘크리트구조,1950,종합계약,위탁관리,7,626,114,무,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간",15,2
A10024171,철근콘크리트구조,5500,종합계약,위탁관리,30,1514,437,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",20,5
A13706303,철근콘크리트구조,950,단일계약,위탁관리,15,280,32,무,"관리사무소, 노인정, 어린이놀이터",13,0
A10021884,철골철근콘크리트구조,882,단일계약,위탁관리,3,268,36,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",22,2
A13783802,철근콘크리트구조,1450,종합계약,위탁관리,3,451,17,무,"관리사무소, 자전거보관소",22,4
A13785301,철근콘크리트구조,1400,단일계약,위탁관리,16,386,82,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",10,3
A13706302,철근콘크리트구조,1700,단일계약,위탁관리,8,609,98,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소, 기타",22,2
A10023272,철근콘크리트구조,2550,단일계약,위탁관리,14,388,115,유,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",12,0
A13771001,철근콘크리트구조,5595,종합계약,위탁관리,22,1170,246,유,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",18,3
A13784401,철근콘크리트구조,600,종합계약,위탁관리,7,218,43,유,"관리사무소, 노인정, 어린이놀이터",13,1
A13771601,철근콘크리트구조,2500,종합계약,위탁관리,26,937,208,유,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",15,4
A13782602,철근콘크리트구조,1750,종합계약,위탁관리,17,481,60,무,"관리사무소, 노인정, 어린이놀이터",13,0
A10021518,철골철근콘크리트구조,860,종합계약,위탁관리,7,261,64,유,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",15,2
A13706001,철근콘크리트구조,3800,종합계약,위탁관리,7,503,120,유,"관리사무소, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",25,4
A10024857,철골철근콘크리트구조,700,종합계약,위탁관리,2,123,59,유,"관리사무소, 어린이놀이터, 자전거보관소",10,4
A10025927,철근콘크리트구조,2550,종합계약,위탁관리,16,570,188,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",15,4
A13785302,철근콘크리트구조,1560,단일계약,위탁관리,16,332,27,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",12,1
A13785005,철근콘크리트구조,1200,종합계약,위탁관리,15,277,54,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",11,1
A13785001,철골콘크리트구조,1000,단일계약,위탁관리,8,142,31,무,"관리사무소, 노인정, 어린이놀이터",10,1
A10027016,철근콘크리트구조,1050,단일계약,위탁관리,6,392,75,무,"관리사무소, 어린이놀이터, 자전거보관소",13,2
A13770801,철골철근콘크리트구조,800,단일계약,위탁관리,2,163,23,무,관리사무소,12,4
A10020138,철골철근콘크리트구조,1100,종합계약,자치관리,5,195,44,무,노인정,15,2
A13782804,철근콘크리트구조,2750,종합계약,위탁관리,16,300,12,무,"관리사무소, 어린이놀이터, 기타",12,1
A10024322,,,,,0,0,,,,15,2
A10020303,철골철근콘크리트구조,400,기타,위탁관리,8,181,29,무,"관리사무소, 기타",9,0
A13782601,철근콘크리트구조,1300,단일계약,위탁관리,10,207,60,무,"관리사무소, 어린이놀이터, 휴게시설",12,1
A13782902,철근콘크리트구조,1775,종합계약,위탁관리,6,499,32,유,노인정,21,2
A13713001,철근콘크리트구조,1164,종합계약,위탁관리,5,292,68,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",29,2
A13713002,철골철근콘크리트구조,1809,종합계약,위탁관리,8,467,91,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소, 기타",34,1
A13789002,철근콘크리트구조,660,단일계약,위탁관리,3,175,40,무,"관리사무소, 노인정, 자전거보관소",9,1
A13789203,철근콘크리트구조,2500,단일계약,위탁관리,30,433,106,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",15,0
A13789201,철근콘크리트구조,450,단일계약,위탁관리,6,137,32,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",14,1
A13778212,철근콘크리트구조,2400,종합계약,위탁관리,13,673,114,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",25,1
A13778306,철근콘크리트구조,400,단일계약,위탁관리,13,222,41,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",15,1
A13778205,철근콘크리트구조,4150,단일계약,위탁관리,32,1424,339,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",19,2
A13778201,철근콘크리트구조,1550,단일계약,위탁관리,11,459,127,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",15,0
A13778202,철근콘크리트구조,1600,단일계약,위탁관리,13,599,134,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",17,3
A13778207,철근콘크리트구조,1200,단일계약,위탁관리,11,426,114,유,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 유치원, 자전거보관소",17,2
A13778203,철근콘크리트구조,1350,단일계약,위탁관리,7,308,96,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",17,2
A13778211,철근콘크리트구조,3050,종합계약,위탁관리,13,1098,191,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",25,2
A13778204,철근콘크리트구조,4850,단일계약,위탁관리,30,1266,250,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",25,2
A13790004,철근콘크리트구조,1600,단일계약,위탁관리,14,653,72,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소, 기타",15,2
A13790003,철근콘크리트구조,1420,단일계약,위탁관리,12,281,68,무,"관리사무소, 노인정",15,0
A13790002,철근콘크리트구조,550,단일계약,위탁관리,6,311,32,무,,6,1
A13790001,철골철근콘크리트구조,166,기타,,0,259,28,무,"노인정, 자전거보관소, 기타",6,0
A13778209,철근콘크리트구조,2400,종합계약,위탁관리,11,462,108,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",25,2
A13778210,철근콘크리트구조,2100,단일계약,위탁관리,18,419,125,무,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",25,2
A13790714,철근콘크리트구조,1050,단일계약,위탁관리,9,280,35,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,0
A10025418,철근콘크리트구조,2500,종합계약,위탁관리,37,860,300,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",32,3
A10027439,철골철근콘크리트구조,5000,종합계약,위탁관리,27,1308,275,유,,35,2
A13703019,철근콘크리트구조,2500,단일계약,위탁관리,12,848,112,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",28,2
A10020557,철근콘크리트구조,23000,종합계약,위탁관리,124,5670,3021,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",35,4
A10023673,철골철근콘크리트구조,5800,종합계약,위탁관리,24,1054,415,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",35,3
A10023462,철골철근콘크리트구조,3700,종합계약,관리방식미정,11,529,230,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",34,3
A10024913,철골철근콘크리트구조,6250,종합계약,위탁관리,26,1202,384,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",35,2
A13790910,철근콘크리트구조,850,종합계약,위탁관리,6,250,41,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",18,2
A10021612,철골철근콘크리트구조,600,단일계약,위탁관리,4,129,24,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",19,3
A13790716,철근콘크리트구조,950,단일계약,위탁관리,8,323,48,,"관리사무소, 어린이놀이터, 자전거보관소",13,0
A10023971,철근콘크리트구조,500,종합계약,위탁관리,4,162,16,무,"관리사무소, 어린이놀이터, 휴게시설",14,1
A13790828,철근콘크리트구조,1815,종합계약,위탁관리,21,930,80,무,"관리사무소, 노인정",13,1
A13790721,철근콘크리트구조,2000,단일계약,위탁관리,11,400,23,무,"노인정, 어린이놀이터",10,0
A10023143,철근콘크리트구조,3250,단일계약,위탁관리,13,525,263,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",35,3
A10026004,철골철근콘크리트구조,4000,종합계약,위탁관리,21,981,326,무,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소",28,3
A13790713,철근콘크리트구조,981,단일계약,위탁관리,10,349,59,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",18,2
A13790717,철근콘크리트구조,945,단일계약,위탁관리,4,280,26,무,"관리사무소, 노인정, 어린이놀이터",11,0
A13790709,철근콘크리트구조,500,종합계약,위탁관리,4,116,20,무,"관리사무소, 어린이놀이터, 자전거보관소",11,0
A13790929,철근콘크리트구조,3950,종합계약,위탁관리,25,1197,58,무,"관리사무소, 어린이놀이터, 자전거보관소",12,0
A13790726,철골철근콘크리트구조,1800,단일계약,위탁관리,5,392,76,,"관리사무소, 노인정, 어린이놀이터",13,0
A10026227,철골콘크리트구조,3500,종합계약,위탁관리,11,890,301,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",35,2
A10020044,철골콘크리트구조,,,,18,444,,,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",20,4
A10020027,,,,관리방식미정,6,271,154,,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소, 기타",30,3
A10026977,철근콘크리트구조,400,단일계약,위탁관리,5,132,32,무,"관리사무소, 노인정",15,1
A10022466,철골철근콘크리트구조,850,단일계약,위탁관리,4,213,58,무,,17,2
A13790604,철근콘크리트구조,580,단일계약,위탁관리,2,168,35,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",12,3
A13703027,철근콘크리트구조,1900,단일계약,위탁관리,26,1025,176,유,"관리사무소, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",20,2
A13703011,철근콘크리트구조,1423,종합계약,위탁관리,6,470,57,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",25,2
A13790703,철근콘크리트구조,500,종합계약,위탁관리,3,167,36,무,"관리사무소, 어린이놀이터",18,2
A10025381,철근콘크리트구조,350,종합계약,위탁관리,2,126,16,,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",16,2
A13790902,철근콘크리트구조,650,단일계약,위탁관리,3,138,21,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,3
A13790722,철근콘크리트구조,2175,종합계약,위탁관리,18,380,99,무,"관리사무소, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",15,0
A13790701,철근콘크리트구조,22900,종합계약,위탁관리,5,136,20,무,"관리사무소, 노인정, 어린이놀이터, 기타",15,1
A13790706,철근콘크리트구조,781,단일계약,위탁관리,9,134,32,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소, 기타",13,1
A13790707,철근콘크리트구조,850,단일계약,위탁관리,8,158,48,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",19,1
A10020999,철골철근콘크리트구조,450,종합계약,위탁관리,3,115,24,무,"관리사무소, 어린이놀이터",17,2
A13790612,철근콘크리트구조,950,단일계약,위탁관리,9,229,48,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",18,1
A13790620,철근콘크리트구조,900,종합계약,위탁관리,16,530,77,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,0
A13779432,철골철근콘크리트구조,500,단일계약,자치관리,4,94,16,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",15,0
A10024646,철근콘크리트구조,700,종합계약,위탁관리,6,150,24,무,"관리사무소, 노인정, 어린이놀이터",10,0
A10024254,철근콘크리트구조,5750,종합계약,위탁관리,32,1523,510,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",35,4
A10022556,철골철근콘크리트구조,4400,종합계약,위탁관리,25,1350,483,유,"관리사무소, 커뮤니티공간, 자전거보관소",35,4
A10023043,철골콘크리트구조,20000,종합계약,위탁관리(직영+위탁),106,5460,1572,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",35,4
A13776509,철근콘크리트구조,2600,단일계약,위탁관리,60,4368,943,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",32,3
A10026051,철근콘크리트구조,5056,단일계약,위탁관리,30,1346,486,유,"관리사무소, 노인정, 보육시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",34,2
A13776301,철근콘크리트구조,4500,단일계약,위탁관리,17,1684,332,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",35,2
A13770105,철근콘크리트구조,850,단일계약,위탁관리,5,169,49,무,"관리사무소, 노인정, 보육시설, 어린이놀이터, 기타",15,0
A13704404,철근콘크리트구조,3350,단일계약,위탁관리,13,1106,96,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터",15,0
A13704101,철근콘크리트구조,750,종합계약,위탁관리,6,215,30,유,"관리사무소, 어린이놀이터",14,0
A10026015,철근콘크리트구조,5310,종합계약,위탁관리,25,1192,389,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소, 기타",35,3
A13704104,철근콘크리트구조,19900,종합계약,위탁관리,81,6075,1233,유,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",29,3
A13776508,철근콘크리트구조,1210,단일계약,위탁관리,10,250,63,무,"관리사무소, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소, 기타",12,2
A13780403,철근콘크리트구조,1270,단일계약,위탁관리,12,297,68,무,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간",12,0
A13780402,철근콘크리트구조,975,단일계약,위탁관리,4,138,44,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,1
A13776510,철근콘크리트구조,3380,단일계약,위탁관리,11,699,142,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소, 기타",29,2
A10027205,철골철근콘크리트구조,9500,종합계약,위탁관리,43,2983,2150,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",38,3
A13780201,철근콘크리트구조,465,단일계약,위탁관리,2,146,26,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",18,2
A13707006,철근콘크리트구조,800,단일계약,위탁관리,3,211,112,무,"관리사무소, 자전거보관소",14,4
A10022623,,,,,0,0,,,,15,5
A13707009,철근콘크리트구조,1900,단일계약,위탁관리,8,505,94,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",31,1
A10027221,철근콘크리트구조,2000,종합계약,위탁관리,13,621,147,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",33,2
A10024552,철근콘크리트구조,7500,종합계약,위탁관리,78,2523,663,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",35,0
A10026411,철근콘크리트구조,3350,단일계약,위탁관리,17,854,243,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",32,2
A13707010,철골철근콘크리트구조,2100,종합계약,위탁관리,4,364,93,유,"관리사무소, 커뮤니티공간",24,6
A10021828,,,,,0,0,,,,12,2
A13785607,철근콘크리트구조,4318,단일계약,위탁관리,22,1442,131,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",27,2
A10022209,철근콘크리트구조,3000,종합계약,위탁관리,5,721,164,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",23,4
A13786901,철근콘크리트구조,950,종합계약,위탁관리,7,314,53,무,,15,2
A13787102,철골철근콘크리트구조,1160,종합계약,위탁관리,8,255,38,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,2
A13770607,철근콘크리트구조,990,종합계약,위탁관리,6,397,47,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",15,2
A13707016,철근콘크리트구조,2250,종합계약,위탁관리,19,763,141,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",20,3
A10024240,철근콘크리트구조,7750,종합계약,위탁관리,47,2892,814,유,,35,3
A10024156,철골철근콘크리트구조,2200,종합계약,위탁관리,4,129,127,유,"관리사무소, 커뮤니티공간, 자전거보관소",12,4
A13707003,철근콘크리트구조,1100,단일계약,위탁관리,4,165,25,무,관리사무소,15,2
A13786606,철근콘크리트구조,5900,종합계약,위탁관리,10,570,112,무,"관리사무소, 문고, 어린이놀이터, 커뮤니티공간, 자전거보관소",32,4
A10026972,철골콘크리트구조,960,종합계약,위탁관리,8,300,80,무,"관리사무소, 어린이놀이터, 휴게시설, 자전거보관소",18,2
A10022474,,,,,0,0,,,,12,2
A10024987,철골철근콘크리트구조,865,단일계약,위탁관리,10,120,42,무,"관리사무소, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",15,2
A13788208,철근콘크리트구조,3750,종합계약,위탁관리,24,1825,352,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",27,2
A10028146,철근콘크리트구조,2550,단일계약,위탁관리,7,429,112,유,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",31,3
A13788003,철근콘크리트구조,1250,단일계약,위탁관리,11,476,64,무,,16,2
A13775102,철골철근콘크리트구조,2100,종합계약,위탁관리,5,285,70,무,"관리사무소, 기타",21,0
A13792001,철근콘크리트구조,7000,단일계약,위탁관리,62,2927,316,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설",15,0
A10024574,철골철근콘크리트구조,3000,종합계약,위탁관리,11,365,143,유,"관리사무소, 노인정, 문고, 어린이놀이터, 유치원, 자전거보관소",33,6
A10020535,철골철근콘크리트구조,600,단일계약,위탁관리,6,381,159,유,,21,0
A13788206,철근콘크리트구조,9650,종합계약,위탁관리,23,1911,245,유,"관리사무소, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",37,6
A13770610,철근콘크리트구조,3500,종합계약,위탁관리,6,406,98,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",25,4
A13785705,철근콘크리트구조,990,단일계약,위탁관리,10,438,64,무,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",23,2
A13770611,철근콘크리트구조,1450,종합계약,위탁관리,4,334,54,유,"관리사무소, 휴게시설, 자전거보관소",24,6
A13786601,철근콘크리트구조,1805,종합계약,위탁관리,6,386,88,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",18,2
A13785604,철근콘크리트구조,2300,단일계약,위탁관리,13,540,81,무,"관리사무소, 어린이놀이터, 휴게시설",15,0
A13792306,철골철근콘크리트구조,2700,종합계약,위탁관리,9,527,116,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 커뮤니티공간, 자전거보관소",25,3
A10026941,철근콘크리트구조,5250,종합계약,위탁관리,22,1284,428,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소",35,2
A13787105,철근콘크리트구조,1350,단일계약,위탁관리,7,356,64,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",18,1
A13707019,,,,,0,0,,,,19,2
A13786704,철근콘크리트구조,935,단일계약,위탁관리,7,284,36,무,"관리사무소, 노인정, 어린이놀이터",15,2
A13788002,철골철근콘크리트구조,1025,단일계약,위탁관리,14,188,46,무,"관리사무소, 노인정, 어린이놀이터",15,0
A13788201,철근콘크리트구조,1192,종합계약,위탁관리,4,238,72,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",18,3
A13770608,철골철근콘크리트구조,2510,종합계약,관리방식미정,6,319,60,무,"관리사무소, 휴게시설, 자전거보관소",25,6
A13772801,철근콘크리트구조,1050,단일계약,위탁관리,8,349,64,유,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",16,3
A13707002,철근콘크리트구조,490,단일계약,위탁관리,5,140,12,무,"관리사무소, 노인정, 어린이놀이터",13,1
A10023694,철골철근콘크리트구조,2100,단일계약,위탁관리,3,135,45,무,관리사무소,23,7
A13788203,철근콘크리트구조,1800,종합계약,위탁관리,18,428,82,무,"관리사무소, 노인정, 보육시설, 어린이놀이터, 유치원, 자전거보관소",18,1
